ID	Date	user_id	comments
1100	May 26, 2011 11:03AM	ateixeira	"http://www.youtube.com/watch?v=1SWNcv52g8g

You can tell it's for Europe. Too long and too technical for an American audience."
1101	May 26, 2011 11:14AM	fintail	"Are you in any kind of club at all then?

At the most recent MBCA gathering I attended, a few of us gathered around a W220 and talked about why we wouldn't touch one if it was free. The club literature endlessly addresses problem areas, and often encourages DIY repairs. Haven't seen any shenanigans

I'm also in a brand owned AMG specific group that requires a VIN to join, and there too problems are discussed and ""secrets"" (how to fully disable traction control, etc) are discussed, haven't seen anything blocked.

I go to a few MB specific gatherings a year, including a regional show...haven't seen anything like that from the L.

Nice try though, explain away the lack of Lexus content in the enthusiast world..."
1102	May 26, 2011 11:21AM	fintail	"Many club members aren't there to discuss their brand new cars. It is certainly the same in any Lexus group. The most avidly followed and modified Lexus I have seen is the first IS - far from new.

I haven't seen anything about membership numbers on any MB forum, kind of irrelevant. But with so many people supposedly (huge grain of salt there) viewing IS forums, one would think they'd be more popular.

A base IS 250 is no more exciting than an ES to me, and really, the same ability of driver around here seems to go for it, just younger. No more exciting than the blandest leased C300 or 328i either. The F is seen on the road as often as legit supercars, and the LFA with its bloated price, weird styling, and bizarre purchase scheme, is almost just a dream.

But carry on with the defensive devils advocate for the most boring brand in the world, one that is desperately trying to shed that image that even it knows exists, it's a free world :P"
1103	May 26, 2011 11:30AM	anythngbutgm	"most boring brand in the world

Wow, really? So even Buick or Lincoln are more exciting? Or GMC? Does a DTS with FWD, wire wheels and a cloth roof get your juices flowing more than any Lexus model?

You may be the first person I've ever heard say that Lexus would be more boring than what's availible from China, Russia or India. lol, did you mean the ""in the world"" part or were you just being facitious?"
1104	May 26, 2011 11:43AM	anythngbutgm	"By the way, I don't intend to play devils advocate for Lexus, I'm just not sure they are as irrelevant to the enthusiasts world as you would like to believe that's all.

Me, I still prefer German (or Infiniti) if I want a performance car from a true performance brand. I won't argue that Lexus survives on a ton of RX and ES sales, but with the bank account that Toyota has to throw at the brand, and the strides they are making with the ""F"" line and LFA models I wouldn't count them out for building some serious street cred against the Germans down the road.

Who knows, maybe fuel efficiency will drive the next round of performance vehicles? Hybrid power being tapped to build the next lineup of AMG fighters rather than big V8's and V12's?

Nobody leads in hybrid tech more than Toyota does, so if gas does get to 6 - 7 bucks, or more, then Toyota already has a jumpstart on everybody in experience, lessons learned, advancements, etc.

But, I'll bow out of this discussion and just continue as a reader. I respect both yours and juices opinions and you had some great points/counterpoints going about the subject before I interrupted. :shades:"
1105	May 26, 2011 11:57AM	ateixeira	"I wouldn't want to join any club that would have me as a member.

Actually I founded the Subaru Crew right here on Edmunds, est. 1999 or so. We're mostly virtual but have had several in-person gatherings. Subaru has invited a few of us to several short-lead events, too, which was nice. NAIAS 2006 and 2007, the Legacy/Outback intro at Vegas Speedway (fun to drive a GT on the oval), and the Tribeca intro in PA (got a Murano up on 2 wheels, scary). I was invited but missed a private event to intro the Impreza at NYIAS this year, bummer. RSHolland went, he's the other Community Leader.

Lots of nice freebies, but if anyone doubts my independence search for my last name on WSJ's Smart Money magazine and see what I said about their latest Navi system. :lemon:

Cars as a hobby takes a lot of time away from the family, so that limits the amount of time I spend on it.

No offense but I sort of cringed about checking VINs to join that AMG club. That alone would keep me away. Why exclude the poor teenager who is passionate about cars, but can't afford one yet?

I use the term ""Badge Snob"" jokingly, but that is quite literally an official club of badge snobs. Wow!

Club Lexus has 9 local chapters, not that you'd care to search. I found 5 events in May and June in my region."
1106	May 26, 2011 11:58AM	ateixeira	"A base IS 250 is no more exciting than an ES to me

Unlike many M-Bs, at least you can get one with a manual transmission."
1107	May 26, 2011 1:11PM	fintail	"Buick and Lincoln aren't really brands of the world either, with one notable exception for the former, they are NA brands, and NA means dumbed down. Lexus aiming for that market is a big reason why it is so vanilla. It's a nice quality vanilla, but vanilla no less.

What's more boring than an ES?

Third world brands are likely more exciting, maybe not intentionally so :shades:"
1108	May 26, 2011 1:12PM	fintail	"But the car the base IS competes with, the base C, DOES have an available manual. Point absolutely demolished when an apples to apples comparison is made

Does Lexus offer manual in anything the competition doesn't? Of course not."
1109	May 26, 2011 1:15PM	fintail	"They'll have their work cut out for them, that's all I can say...the brand has a rep for being an isotank in NA, and virtually doesn't exist elsewhere. It'll be a VERY tough rep to change.

The next generation AMG models are twin turbo. After that, who knows...maybe nothing as it will be after 2012 :shades:

The sport hybrid will be a toughie indeed."
1110	May 26, 2011 1:29PM	fintail	"Heh...the VIN thing would be easy...just browse a used car ad and copy it. That's the Germans at work. The poor teenager can find more active discussion at the general MB forums (or ""Clubs"" if one will), of which there are several. It tends to be car specific discussion rather than general knowledge.

Sounds like Subaru sanctions a little for that club. As it should. Better marketing than a lot of the garbage carmakers put on TV.

I checked out ClubLexus, a ""Toyota Owners Festival"" is the most touted local event. But anyway...

It"
1111	May 26, 2011 2:01PM	ateixeira	"What's more boring than an ES?

What's more comfortable?

It's not meant to raise your pulse. It's meant to coddle its occupants, and it does that job well. The back seat is quiet and isolated.

It fulfills its missions well. Not every car is designed to your personal tastes (or mine). Owners love them and are more loyal to Lexus than other luxury makes, resale is also better.

They do what they do well."
1112	May 26, 2011 2:03PM	ateixeira	"Have you even driven an IS? Any Lexus, lately?

Before you ask, I have."
1113	May 26, 2011 2:04PM	ateixeira	"The next generation AMG models are twin turbo

And they're aiming for more fuel efficiency, right?

See, Lexus has influenced even AMG."
1114	May 26, 2011 2:07PM	ateixeira	"Subaru does support bloggers and grass-roots enthusiasts. Wisely so. Not quite to the level of the automotive press, but I haven't paid to get in to a car show anywhere in the last decade or so.

Detroit, Philly, New York, DC, and Baltimore. Got invited to Chicago (by Motorweek, not Subaru) but couldn't go."
1115	May 26, 2011 3:35PM	tmart	Amen!! The only thing I'd change would be to put my Volvo C70 buckets in the front. They are really more comfortable. Even the wife agrees. The ES300 does what is was designed to do, and does it extremely well, regardless what Fintail thinks.
1116	May 26, 2011 5:30PM	ateixeira	"It's the 4Matic C class that doesn't come with a manual. The Audi guys told me that, but I guess it was in the context of a comparison with Quattro. I looked it up and looks like the C300 Sport does offer a clutch, but that's just one model.

Funny thing is Lexus offers 2 IS models with a manual - the IS sedan and the IS folding hardtop convertible, too.

Also, it's Lincoln that doesn't offer a manual, not Lexus.

I guarantee you could have more fun in an IS manual, IS convertible, or off roading in a GX or LX vs. in any Lincoln."
1117	May 26, 2011 6:45PM	fintail	"So Lexus, and not the trendiness of being ""green"" and skyrocketing gas prices make one want to be fuel efficient?

Right.

These engines are also more powerful. It's technology, it marches on."
1118	May 26, 2011 6:47PM	fintail	"Many cars are more comfortable than the Supercamry. But being comfortable was not the point here.

Get back to me in 40 years or so and I might appreciate the isotanks a little more. Until then, the insanely large majority of the lineup is for people who really don't like cars or like driving."
1119	May 26, 2011 6:49PM	fintail	"Nope, haven't driven an IS. Why would I bother? I don't even find it comfortable to sit in or look around, visibility isn't great for taller drivers. I have driven 2 different current ES and the last of the previous LS. Yawn.

The ISC being a legit different model is a stretch. Will be rarer than a manual Camry."
1120	May 26, 2011 6:53PM	fintail	Where did I say the Lexus doesn't operate as intended? I just don't care for that intent. I haven't said the cars fail at their design.
1121	May 27, 2011 6:07AM	lemko	"The IS has an extremely cramped back seat and is ferociously expensive for what you get. It's styling is so anonymous, it gets lost in a sea of less expensive cars. At least a CTS, C-Class, or 3-Series stands out a bit.

About the only car in Lexus' lineup that has any appeal to me is the LS460. Even that has diminished in recent years. I liked the LS when they copied the previous Mercedes S-Class better than the bland look it now sports."
1122	May 27, 2011 6:22AM	ateixeira	Lexus pioneered green luxury, now others are catching up.
1123	May 27, 2011 6:24AM	ateixeira	"being comfortable was not the point here

Yes it is - for those buyers.

The ES had the most comfortable back seat I sampled at an auto show a while ago, minus Maybach and Equus type cars."
1124	May 27, 2011 6:30AM	ateixeira	"I just don't care for that intent

Yes, but others do, and you imply they don't have the right have those desires. That's ridiculous.

Your AMG is complete overkill for the USA, who won't ever drive more than 85mph or so. For most buyers it's a lawn ornament to show off their wealth, not a track car used as intended by the designers.

Intent = meaningless outside of the context of Autobahn driving.

If anything the ES is at least used as intended."
1125	May 27, 2011 7:33AM	tmart	Again, AMEN!!
1126	May 27, 2011 8:03AM	urnews	I thought this message board was supposed to be about commercials.
1127	May 27, 2011 8:10AM	stever	"Nobody watches TV anymore, haven't you heard? At least no one under 34. (Spinoff Online).

Some of us aren't going to YouTube to watch an ad, even if a cute child actor is playing Darth Vader."
1128	May 27, 2011 8:11AM	roadburner	The BMW Car Club of America has almost 70,000 dues-paying members. Eleven driving events are currently scheduled for the month of June(twelve if you count the Patroon Chapter's annual concours).
1129	May 27, 2011 8:28AM	Karen_S	"IMO, this one is just plain weird. I guess the connection is that all these characters are completely different, yet they all love the Civic. If they were going for cute with the muppet creature, fail!

http://www.youtube.com/watch?v=4ox4ZtRuICs"
1130	May 27, 2011 8:46AM	fintail	"I'd make myself live with an IS-F if I could get one for free, or maybe an LS if it had some suspension upgrades. Or maybe even a CT for a city-suburbs car. The rest of the lineup...meh, only exists in spirit, to my eyes (and those of consumers in much of the rest of the developed world).

I wonder how the LS has sold overall since it departed from paying homage to a great..."
1131	May 27, 2011 8:48AM	fintail	"Overkill and pointless - LS hybrid. All for show.

Where have I implied there is no right for Lexus lovers to isolate themselves? Please ante up a quote.

The ES is intended to drive in the left lane at 58mph? :shades:"
1132	May 27, 2011 8:49AM	fintail	"Toyota got on a trend, now high gas prices and media attention are creating demand.

CT aint luxury..."
1133	May 27, 2011 8:51AM	fintail	"The discussion here was never about the intended buyer.

ES more comfortable than LS, S-class, etc? Hard to believe. I tend to drive myself, and in the ES I have driven, it was smooth and numb, but not remarkably comfortable otherwise. Like a fancy version of my mom's Camry. Oh wait..."
1134	May 27, 2011 9:42AM	ateixeira	"Some of us aren't going to YouTube to watch an ad, even if a cute child actor is playing Darth Vader

He's back, opening the plant in TN:

http://www.autoblog.com/2011/05/25/tiny-darth-vader-brings-the-force-to-vws-chat- tanooga-plant/

Cute marketing, and effective, too."
1135	May 27, 2011 9:48AM	xrunner2	"I thought this message board was supposed to be about commercials.

Me too.

I watch some tv, skip past most commercials using tivo. Am still seeing the stupid car commercials of cars sliding sideways, every which way. Got to think, who, besides teen-age boys do these commercials appeal to?

OK. If it were Amerian branded cars in these spots, and seeing how top management drove 2 US companies into the ground, then you say they don't know what the h--- they are doing. BUT, respected brands such as Honda and Mercedes continue with this nonsense. Teen-age boys do not buy new cars."
1136	May 27, 2011 10:00AM	stever	"He's back, opening the plant in TN

I saw the still from the video. :shades:"
1137	May 27, 2011 10:01AM	ateixeira	"Without a doubt they lead the pack. And you don't even have to own a BMW. One of our Subaru Crew members used to ring out his Outback at their events, LOL.

Funny thing was, he got to drive at 10/10ths, while the Bimmer owners didn't really get to do that."
1138	May 27, 2011 10:03AM	ateixeira	So you like 3 different Lexus? I'm book-marking that post for later use/evidence.
1139	May 27, 2011 10:06AM	ateixeira	Your mom drives a Camry? I'm writing that one down, too.
1140	May 27, 2011 10:10AM	lemko	"Heck, I've been a member of the Cadillac-LaSalle Club since 1994.

Cadillac-LaSalle Club"
1141	May 27, 2011 10:23AM	ateixeira	"Overkill and pointless - LS hybrid. All for show.

At least there's no gas guzzler tax."
1142	May 27, 2011 11:07AM	fintail	"Yep, and I like a few old ones too. Old SC and original GS - lovely cars.

Lexus should do a heritage commercial like so many other brands have done. It sells. Many who were too young to afford cars like the first SC when new can buy a new Lexus now. Of course, Lexus then needs to make a worthy follow-up."
1143	May 27, 2011 11:08AM	fintail	If someone is blowing 6 figures, they have no right to complain about guzzler tax :shades:
1144	May 27, 2011 11:26AM	ateixeira	"Too soon? They've only been around for a couple of decades.

The F team has proven they can tune worthy cars. The conservative leadership just has to let them loose on a few more models.

Perhaps the new IS and GS ought to have REAL sport packages, and not just for the IS-F style models."
1145	May 27, 2011 11:27AM	ateixeira	It's not the money that the guzzler tax costs, it's the image penalty that comes with it.
1146	May 27, 2011 11:49AM	ateixeira	"http://uk.autoblog.com/2011/05/27/lexus-tops-satisfaction-survey-but-ford-and-va- uxhall-fail-to-imp/

The Lexus IS came first in the long-running survey, while the RX took third position, helping the manufacturer take a record eleven years at the top.

In the UK, no less.

The door's open, customers are receptive to the brand. Lexus has a good opportunity to penetrate the market with a solid redesign of the IS and GS models."
1147	May 27, 2011 2:08PM	fintail	"Most people on the street have no idea which cars pay that tax. They see a badge, thoughts stop there.

LS hybrid is pointless."
1148	May 27, 2011 2:09PM	fintail	"""once again"" but they barely sell on that side of the pond. Proof JDP isn't the end all be all.

No diesel GS = failure in Europe. And if the rumored appearance is true, it will be marginal here too, so bland."
1149	May 27, 2011 2:10PM	fintail	"Not really too soon, especially as one can debate some of the older models are more exciting than the new ones.

Why would the leadership stop high prestige cars from being made? The AMG/M/S-RS series have infinite clout that trickles down throughout the brand."
1150	May 27, 2011 4:06PM	ateixeira	"Boy, you sure don't live in the DC area.

A neighbor's Hummer got vandalized when gas prices spiked.

Young NGO members can get more than a little carried away."
1151	May 27, 2011 4:08PM	ateixeira	"You keep saying Lexus owners hate cars yet here's a source that says they opposite - they're actually the most satisfied. Bland/stale cars fall at the bottom of the survey.

You keep tossing out stereotypes and opinions, but never facts or sources."
1152	May 27, 2011 4:10PM	ateixeira	"Too soon - because Lexus is really the last luxury brand to be launched in the USA. Acura came in, what 1986? Lexus and Infiniti came in 1990.

Since then there haven't really been any solid entries. Mazda thought about it with Amati. Hyundai thought about it with Genesis. But nope.

That makes Lexus still (tied for) the youngest lux brand. A heritage commercial for the youngest brand?

Why would the leadership stop high prestige cars from being made?

You misunderstood - they have the low volume F series models, and surely that will expand.

What I mean is let the division have influence on mainstream Sport packages. For the IS350, non-F. GS also."
1153	May 27, 2011 4:56PM	xrunner2	Isn't this board supposed to be about car commercials? Minder, wake up.
1154	May 27, 2011 5:01PM	stever	"Gee, I just dropped a reminder in here at 11 am or so.

Maybe if you post about a commercial, it'll divert everyone. :shades:"
1155	May 27, 2011 5:06PM	xrunner2	Steve----Are you the host of this mostly non-commercial car board?
1156	May 27, 2011 5:15PM	stever	Yep, me and Claires. We handle all of News & Views.
1157	May 27, 2011 5:17PM	xrunner2	I would like to see commercials of Mercedes showing people going to the country club with golf bags in the trunk, or two couples going to a fancy restaurant, etc. Nobody I know thinks that stupid commercials of Mercedes sliding around on sand, in dry lake bed makes any sense at all. Apparently, and being from Chicago area and Mike Ditka, the marketting people at some of these car companies are like the inmates taking over the insane asylum.
1158	May 27, 2011 6:36PM	fintail	"Yes, I live in the real world

Although driving a Hummer is of debatable intelligence. Doesn't deserve vandalism though (which should be met with self-defense), just ridicule.

Either way, some boring old LS or similar would have flown under the radar of the idiots."
1159	May 27, 2011 6:38PM	fintail	"They like their Lexus, not cars. They are not the same thing. Camry drivers tend to love their cars too - most are hardly enthusiasts however. An ES is almost the anti-car, I suspect the HS is even less lively.

What kind of ""fact"" or ""source"" do you want? Be specific."
1160	May 27, 2011 6:39PM	stever	"Specifically, y'all are off topic.

Unless your source is a commercial."
1161	May 27, 2011 6:41PM	fintail	"Over 20 years ago. Almost a generation. It could fly. Youngest, but not young. An ad showing the first SC, LS, etc.

All of the competition has mainstream sport packages and they all sell in droves, the leadership is pretty stupid to not allow it on their cars. But maybe they know the vanilla ice milk customer won't care. Imagine an ES with F trim, might be funny."
1162	May 27, 2011 6:42PM	fintail	"Sadly, images of old people going to old people locations don't sell cars. Class really doesn't sell either - probably hasn't since the old jewelry themed Caddy ads of the 50s.

The MB dusty lake bed commercial is a joke, a parody."
1163	May 28, 2011 5:38AM	ateixeira	"I am the specific one, who uses sources, links, real-world examples, etc.

I want you to be specific. Your attemps at ridicule are purposely vague and subjective.

vanilla ice milk customer

Perfect example. Vanilla Ice drives a European car, though. LOL

Source: some TV show about home renovations. I won't name it because you never use sources, so why should I?

PS DIY Network has tons of car ads, though I imagine you're more likely to see Mike Rowe pitching Ford trucks vs. cheesy washed up rappers pitching European cars they always seem to own"
1164	May 28, 2011 6:15AM	lemko	I dunno. I loved those old jewelry-themed Cadillac ads.
1165	May 28, 2011 7:42AM	fushigi	"What ever happened to the Royal Deluxe II? It was advertised based on a smooth ride. :P

http://www.hulu.com/watch/2323/saturday-night-live-royal-deluxe-ii"
1166	May 28, 2011 9:41AM	xrunner2	"Sadly, images of old people going to old people locations don't sell cars.

Anyone that plays golf, and/or watches it on tv, knows that the game appeals to all ages. The golfers in major tournaments are mostly 20's, 30's.

Most people can relate to common sense everyday experiences as well as aspirational messages. Those in modest homes today and moving up in salaries, compensation can see themselves in a larger home, nice landscaping with a luxury or near lux auto in the setting completing the picture. Cars kicking up dust relates to nothing in either their day-to-day routines or aspirational goals."
1167	May 28, 2011 11:15AM	tallman1	"Cars kicking up dust relates to nothing in either their day-to-day routines or aspirational goals.

Since when does advertising relate to everyday life?

-Pick-up trucks don't pull trailers up ramps of fire.
-People don't really stock their refrigerators with nothing but beer.
-Geckos don't really talk.
-And, sadly, hundreds of women won't chase you if you put on a certain after-shave.

The Benz commercial is taking a product with a reputation for luxury for the wealthy and making it look more adventurous and fun. The added touch of the stuffy lawyers completes the irony.

The point is that we wouldn't be talking about MB if it was golfers and nicely landscaped homes. Advertising is all about making a product stand out... even if we might think it is silly.

So for this commercial, put me down for ""good"" while you and others here will vote for ""bad"" or ""annoying""."
1168	May 28, 2011 12:18PM	fintail	"What qualifies as a source? What specifics were ever relevant to this discussion anyway? I aired my view that Lexus drivers aren't car enthusiasts, and that the brand is painfully boring. As a Toyota owner, that must have struck a nerve. Keep wanting, but in this case, you won't get what you want. Demanding ""proof"" of such material is ridiculous. Put your money where your mouth is and buy a Lexus, or move on.

Vanilla ice milk - the bland equivalent to ice cream, or maybe ""wintergreen"" flavor (thank you Ned Flanders) if the Lexus buyer puts the F package on his base model IS :shades:

Who ""seems to own"" Lexus then? I mostly see useless unemployed women who married rich, fat old white men, and spoiled irresponsible new resident satellite children. I'll take the washed up rapper!"
1169	May 28, 2011 12:23PM	fintail	"They were classy, maybe what some of the more sensitive here would like to see:







Looks like they liked furs, too"
1170	May 28, 2011 12:26PM	fintail	"I think the fact that the spot has aired for many months now makes it ""good"" in the eyes of the marketplace. It's meant to be funny. MB doesn't always take its haughty NA image seriously. I bet it works."
1171	May 28, 2011 12:27PM	fintail	"A big seller on Lawn Guyland, or so I've heard :shades:

And the Adobe was sold on affordability, the first car to break the $200 price barrier!"
1172	May 28, 2011 12:40PM	stever	"Those in modest homes today and moving up in salaries, compensation can see themselves in a larger home, nice landscaping with a luxury or near lux auto in the setting completing the picture.

Man, did I ever flunk life. :P"
1173	May 29, 2011 5:23AM	ateixeira	"I'm with you.

Anyone who thinks ads relating to Golf don't work should take a peek at recent Buick sales. They're through the roof."
1174	May 29, 2011 10:51PM	Claires	Folks, I swept out a few off-topic posts to make room in case someone wants to post something about car commercials.
1175	June 1, 2011 12:58PM	ateixeira	http://www.autoblog.com/2011/05/31/gm-responds-to-nissan-leaf-gas-powered-everyt- hing-ad-w-video/
1176	June 1, 2011 10:53PM	Claires	"Anyone else think even the music resembles the Chrysler 200/Eminem super bowl ad?

Jalopnik does.
http://jalopnik.com/5807531/did-audi-rip-off-eminems-imported-from-detroit-chrys- ler-ad"
1177	June 2, 2011 6:09AM	lemko	"Homecoming

http://www.youtube.com/watch?v=0JrVCy4aMKM

Chrysler has great commercials nowadays, but the 300 isn't ""Imported from Detroit"" it's ""Imported from Canada, Eh?"""
1178	June 2, 2011 6:52AM	fintail	"It's a shameless copy. Will give work to our beloved lawyers.

Makes me want to go back to Berlin, though. Can't say the Chrysler ads evoke similar feelings :shades:"
1179	June 2, 2011 9:35AM	ateixeira	"Indeed, I called it. Here's another article:

http://www.autoblog.com/2011/06/02/watch-the-audi-a6-avant-ad-accused-of-ripping- - -off-chrysler-and-e/

Eminem is the party suing, though, not Chrysler."
1180	June 3, 2011 9:17AM	ateixeira	"http://www.autoblog.com/2011/06/02/bmw-gets-in-on-the-anti-distracted-driving-cr- usade-w-video/

I love it when the little guy looks up at his dad from the bath tub. Priceless."
1181	June 6, 2011 6:01AM	loncray	I'm no fan of Chevy or the Camaro, but I saw a Camaro commercial at the movie theater yesterday that made me laugh. It's a dark bedroom with a sleeping guy next to a little dog. The guy stirs and sits upright (still asleep) and moves like he's grabbed a steering wheel and stick shift. He starts making driving noises like a kid would and moving like he's driving spiritedly. What makes the commercial is when the dog sits up on the other side of the bed and sticks his head in front of a fan exactly as if he was in the guy's dream car with him. Cut to a quick shot of a Camaro, then out.
1182	June 6, 2011 7:37AM	ateixeira	Sounds clever. Haven't seen it, and a quick (not thorough) search on YouTube didn't show it.
1183	June 7, 2011 1:02AM	Claires	Here ya go: Camaro commercial
1184	June 7, 2011 8:14AM	ateixeira	"Thanks!

Not as well executed as I had hoped.

Does the new Camaro even have a column shift (sleep driver reaches for it)?"
1185	June 7, 2011 10:23AM	fintail	"I'm not liking the Acura TL ""aggression in its most elegant form"" campaign. Sorry marketing sycophants, that car isn't elegant nor aggressive. It was fairly elegant once, but those times are gone."
1186	June 7, 2011 10:58AM	ateixeira	It's Beak Light design. Only half as bad as before now.
1187	June 7, 2011 11:16AM	fintail	"Sadly still an eyesore compared to what it replaced.

Funny how they had to normalize the design though."
1188	June 9, 2011 6:42AM	ateixeira	"That's common, though. Look at, say, the BMW 7. Bangled up, then the re-do comes out and softens the lines significantly.

It's like an evolutionary apology."
1189	June 9, 2011 6:53AM	fintail	Well, the F01 7er is a completely new animal after something like 8 years of the Bangled E65/66 which received only a minor update in its lifespan. The facelifted TL came much sooner after heavy derision - more akin to the Subaru Tribeca with the bullnose Saab or Edsel front end that was quickly redone, and still sells at least a dozen a year.
1190	June 9, 2011 6:59AM	ateixeira	"The facelifted TL came much sooner

Did it? Seemed like it took forever.

All I've heard is people referring to ""pre-beak Acuras"" over and over again.

Let's see, usually a life cycle is 5 years, and a mid-model make-over is done for the 4th year.

2009, 2010, 2011 had the big beak.

2012 gets the light beak.

I dunno, seems like it came on schedule.

I guess for me it seemed like longer because they sell a LOT of Acuras around here.

Ninja Edit: Tribeca was redone for its 3rd year, so indeed that was pushed forward a year from the normal mid cycle refresh."
1191	June 9, 2011 7:06AM	fintail	"You can't say you don't think the TL wasn't redone to tone down the garbagey ""styling"" a bit. Notice the previous nice looking version didn't get much of any updates at all in its lifespan. It was done right. The fact that aftermarket parts exist to mask the beak says a lot.

Tribeca was redone for the same reason, it was just too weird and hard on the eyes."
1192	June 9, 2011 7:11AM	ateixeira	"It certainly was toned down - for sure.

I'm just saying the process wasn't rushed. It was re-done on the normal schedule for a 5-year life cycle, with a refresh for the 4th year, as usual.

In other words, Acura was stubborn. Perhaps they should have rushed the refresh?"
1193	June 9, 2011 7:16AM	fintail	"I think they got a huge ego boost from the success and positive press of the previous model, and believed they could do no wrong - did not want to admit a mistake was made even though sales undoubtedly suffered. A few overpaid execs probably had to be convinced by multiple sources to get the ball rolling.

They didn't have a refresh at all on the previous TL generations either, so I don't know if I would call it normal. I see it as a reaction, not evolution."
1194	June 9, 2011 7:21AM	ateixeira	"Yeah, didn't they just add a Type S model or something?

Seems like they just kept selling more of the same, since the formula worked.

To be honest I didn't pay much attention because back then they didn't even offer AWD."
1195	June 9, 2011 7:22AM	lemko	"The first generation Tribeca reminds me of the Cylon Centurions from the original ""Battlestar Gallactica"":"
1196	June 9, 2011 7:28AM	ateixeira	"It's this guys' fault:



FWIW he's Greek, Andreas Zapatinas.

Bugatti pulled off a similar grille for the Veyron, but when you have over 1000hp you can pretty much pull off any look you want."
1197	June 9, 2011 8:29AM	fintail	This is what I see with the original Tribeca:
1198	June 9, 2011 8:30AM	fintail	Yeah, nobody will laud the beauty of the Veyron, although the way overdone interior is interesting.
1199	June 9, 2011 8:33AM	fintail	That's about it yes, the formula worked because the car was competent on the road and a mix of sporty and elegant styling. The new one, not so much of either, although the tech is several degrees higher.
1200	June 9, 2011 10:43AM	ateixeira	"I wouldn't refuse a free TL-S with SH-AWD if I can get a body color aftermarket grille.

Prior to that I would have chosen an RL, they cost about the same as a used TL anyway.

That beak needed to be killed with fire."
1201	June 9, 2011 11:39AM	fintail	"Well for free, I can't think of anyone who would pass up a loaded one for free

RL seems to be an interesting used deal, but new it is insane."
1202	June 11, 2011 10:34AM	stickguy	well, they could pull that off quicker because the front end (and the rear, they changed that too to get rid of the squinty eye taillights) because the design was already done for IIRC a SAAB version? Hope I am not mixing up the models, but I think that is the one that was going to have a cousin that was aborted late!
1203	June 13, 2011 10:07AM	xrunner2	While watching F1 race from Montreal, saw a commercial of a Corvette doing stupid sliding, driving on desert lake bed, dust all around. Then, guy gets out and holds bottle of some kind of car cleaner and starts applying to car with cloth.
1204	June 14, 2011 8:04AM	ateixeira	"Good memory.

Subaru was getting divorced from GM, meanwhile the Saabeca had already been developed.

All we saw were some grainy cell phones pics, but the rear especially was absolutely identical, taillights and all.

The more significant change was the move from the EZ30 to the EZ36 boxer engine, but it was too little too late - the vehicle was simply too small for a 3-row crossover. I think GM got the size ""just right"" with the Lambdas."
1205	June 15, 2011 7:10PM	stickguy	"funny, but I think the Tribeca, XC 90, etc. are the right size, and the Lamda ones are oversized beasts with huge hoods.

then again, I don't tend to have normal tastes in cars!"
1206	June 16, 2011 5:40AM	anythngbutgm	IIRC, the lamdas are only 5 inches shorter than a Suburban. :surprise:
1207	June 16, 2011 7:59AM	robr2	"funny, but I think the Tribeca, XC 90, etc. are the right size, and the Lamda ones are oversized beasts with huge hoods.

But neither is very good for 3rd row passengers - why bother if only little ones can sit back there."
1208	June 16, 2011 8:05AM	ateixeira	"I test drove a Saturn Outlook and backed up on a curb. It had no backup cam and you simply cannot see anything at all behind you. Blind spots were awful.

When Saturn folded they basically gave them away (I think incentives peaked at $7000 cash back) so it was a strong value.

You guys are right, though, it's big on the outside and small on the inside. I wanted the opposite."
1209	June 16, 2011 8:27AM	robr2	Now I test drove an Acadia recently and didn't find it big at all. Then again I'm comparing it against the Explorer and CX-9.
1210	June 16, 2011 8:35AM	anythngbutgm	Which one did you like the most? I'm digging the looks of the new Explorer but it's kinda tight inside for the profile. The CX-9 is still my fave if I was buying tho, it's just so open and airy inside.
1211	June 16, 2011 8:36AM	ateixeira	"I have a love/hate relationship with Mazda.

I also test drove the CX9. In the driver's seat, your right knee rubs up against some (unnecessary) center console trim. I could not get comfortable. I was bummed because the price was far better than the Lambdas, at least until the $7k incentive arrived.

Funny thing is my MX-5 has an annoying protrusion on my left knee, fixed for 2009, but then they added that silly grin face. Ugh.

I modified the dead pedal a bit to get around it. Easy enough, but Mazda needs to spend more time actually sitting in the cars during the design stage.

Zoom Zoom."
1212	June 16, 2011 8:58AM	robr2	"We're going with the Explorer. Just have to set aside an afternoon to go order it.

What I disliked about the Acadia was that when my wife adjusted the seat so she could reach the pedals, her knees were about an inch away fromm the lower dash - didn't seem safe to me. Also, it's pricey.

I didn't care for the interior of the CX-9. It seemed dated especially compared with the Explorer. I'm not a fan of gated automatics and the switchgear felt low rent to me. Lastly the grin annoys me."
1213	June 16, 2011 9:07AM	ateixeira	You don't want to wait for the EcoBoost model? Just curious.
1214	June 16, 2011 9:18AM	robr2	"No - we want the AWD and the Ecoboost will only be available with FWD.

Here in New England the AWD is worth it - we ski so for that reason alone my wife wants it. We've done fine with just FWD in the past with snow tires but wife wants the AWD. Who am I to argue??"
1215	June 16, 2011 9:20AM	anythngbutgm	Cool, early congrats if you end up with one. The Explorer has been pretty popular, Ford did a great job on it.
1216	June 16, 2011 9:25AM	ateixeira	"I didn't realize that. The EcoBoost tech has done well, so that's too bad.

Indeed, let the wife get what she wants.

Happy wife, happy life!"
