web-scraper-order,web-scraper-start-url,home_page,home_page-href,reviews
"1666819343-225","https://www.beeradvocate.com/beer/top-rated/","Apple Brandy Barrel Noir","https://www.beeradvocate.com/beer/profile/30356/149331/","#105 Love it, Apple really come thru!"
"1666819343-226","https://www.beeradvocate.com/beer/top-rated/","Apple Brandy Barrel Noir","https://www.beeradvocate.com/beer/profile/30356/149331/","Pours black with a finger of khaki foam. Head retention is good after an aggressive pour. Aroma is big. Apple brandy, toffee, barrel, char, and caramel dance and play over roasty and toasty malts. Flavor profile is medium-thin. Roasty and toasty malts lead the charge. Toffee, caramel, molasses, and apple brandy tag on for a flavorful brew. Mouth feel is velvety, and soft, but never hits creamy. It has a medium-thick consistency. Overall, solid stout with hints of apple brandy coming through.



Reviewed from notes. Reviewed 1/12/19. 2018 version."
"1666819343-227","https://www.beeradvocate.com/beer/top-rated/","Apple Brandy Barrel Noir","https://www.beeradvocate.com/beer/profile/30356/149331/","Really enjoying this. Much less sweet than anticipated and has a nice chally bakers chocolage predominace. The apple brandy tastes genuine and natural whereas I feel I lot of prairies beers are try hard and artificial. Namely vanilla noir which is awfully fake.



Its not terribly complex. Taste like a very simple, basic, strong old school RIS with roasty notes layered with oak and yesz apple bransy. Quite thick and very hot."
"1666819343-228","https://www.beeradvocate.com/beer/top-rated/","Apple Brandy Barrel Noir","https://www.beeradvocate.com/beer/profile/30356/149331/","This rating is based on the original from a few years ago. Pours dark brown/black with exceptional thickness. The Apple Brandy melds perfectly to make this an exceptional barrel aged stout. For a number of years this was my favorite beer."
"1666819343-229","https://www.beeradvocate.com/beer/top-rated/","Apple Brandy Barrel Noir","https://www.beeradvocate.com/beer/profile/30356/149331/","I have never really been a fan of the apple brandy BA stouts. The apple character has always been an odd mix for me. I got this bottle for retail on the shelf mostly because I love Prairie and I knew people flip for this beer. Upon opening it, the smell is very distinct and I just don't like it! It smells the way it's supposed to smell, it's just that the apple brandy barrel of off putting to me. Now on the tongue, it's a completely different story for me. The apple is there but distinct and really appealing. A tiny bit tart? The stout's sweetness works well with this barrel. It also helps for it to be a bit warmer too. A great beer that changed my mind. I've never had a beer with a smell that I didn't like end up being enjoyable before, so a really fun beer."
"1666819343-230","https://www.beeradvocate.com/beer/top-rated/","Apple Brandy Barrel Noir","https://www.beeradvocate.com/beer/profile/30356/149331/","I’ve had a majority of the highest rated/reviewed Prairie Stouts. Probably all of them in the top 250. This is easily the best one of the bunch. Everything is superb!"
"1666819343-231","https://www.beeradvocate.com/beer/top-rated/","Apple Brandy Barrel Noir","https://www.beeradvocate.com/beer/profile/30356/149331/","Maybe ny all time favorite stout ever. Apple pie and coffee in a glass."
"1666819343-232","https://www.beeradvocate.com/beer/top-rated/","Apple Brandy Barrel Noir","https://www.beeradvocate.com/beer/profile/30356/149331/","A spectacular stout; as the previous reviewers explain the taste follows the nose - apples, malty, boozy.

You MUST let this warm to experience the full flavor profile."
"1666819345-233","https://www.beeradvocate.com/beer/top-rated/","Sosus","https://www.beeradvocate.com/beer/profile/23222/93219/","22oz bottle - review from notes



I've been meaning to get my hands on this one. A double IPA from one of my favorite Ipa-making breweries. And this doesn't disappoint, with massive pine and floral notes. Smells (and tastes?) like a bottle of pine-sol



great stuff"
"1666819345-234","https://www.beeradvocate.com/beer/top-rated/","Sosus","https://www.beeradvocate.com/beer/profile/23222/93219/","A: Medium haziness of orange for coloring with a white soapy foam composition of one inch. Sticky strands of lacing. Strong carbonation factor.



S: Really sweet sugary peaches, watermelon and guava. A bit of strawberry-lemonade. Good strength. Has a bit of juicy Gatorade flair. 



T: Dry flowery hopping, citrus, and orange grind with a bready malting. 



M: Bready malty consistency for mouthful. 



O: Overall loved the nose, fruity and berry like, fresh, wet and Gatorade like. The flavor was a bit less impressing, less complexed and basic."
"1666819345-235","https://www.beeradvocate.com/beer/top-rated/","Sosus","https://www.beeradvocate.com/beer/profile/23222/93219/","Review 1491



I enjoy Toppling Goliath Beers, I have yet to try their darker beers. The best by date is in a week, I need to get this one gone. The beer is 44 degrees and served in a tulip glass. The pour created a bright white foamy and airy two-fingered head. The dissipation of the head left abundant lacing on the glass. The color of the beer is SRM 5, pale straw, with golden hues. The beer is mostly clear with some haziness lurking within. The appearance of the beer is elegant. 



The initial aromas in the beer are pine needles, grapefruit rind, floral esters, and herbal. Nosing further in the glass, I detect toasted bread crust, lightly toasted malts, oranges, lemons, papaya, and a touch of solvent. 



The flavors in the beer are grapefruit, oranges, melons, lemons, guava, pineapple, herbal, floral esters, bready, lightly toasted malts, pine needles, phenols, wet grass, and peaches. 



The mouthfeel of the beer is carbonated, astringent, and crisp. 



The body of the beer is medium, medium-plus carbonations, and a fuller finish. 



The one thing that is off-putting in this beer is the carbonation, it is strong, bubbly. The flavors of the hops are wonderful but bitter with a steady malt backbone. A pleasant DIPA, not sure it is worth the high score that it has. I have better DIPAs with the harmony finessed."
"1666819345-236","https://www.beeradvocate.com/beer/top-rated/","Sosus","https://www.beeradvocate.com/beer/profile/23222/93219/","Nice dark yellow color. Strong citrus notes and very hoppy. A lot of sediment at the bottom. Definitely a bit weird to have that much but overall a very tasty Double IPA."
"1666819345-237","https://www.beeradvocate.com/beer/top-rated/","Sosus","https://www.beeradvocate.com/beer/profile/23222/93219/","Maybe it was an off can or I was just not in the right mood, but my first exposure to this last week (from Tavour) was very meh, especially compared to the other TG offerings I've had. Fortunately I have a couple more cans and will try again soon.



Bitterness was really the only thing that stood out to me."
"1666819345-238","https://www.beeradvocate.com/beer/top-rated/","Sosus","https://www.beeradvocate.com/beer/profile/23222/93219/","pineapple indeed on the nose. Sharp pine gives way quickly to fruit and a slight, subtle sweetness that finishes dank. A depth in this beer."
"1666819345-239","https://www.beeradvocate.com/beer/top-rated/","Sosus","https://www.beeradvocate.com/beer/profile/23222/93219/","Nice beer! Guava, pineapple, and hoppy bitterness. Good stuff!"
"1666819345-240","https://www.beeradvocate.com/beer/top-rated/","Sosus","https://www.beeradvocate.com/beer/profile/23222/93219/","L: A pale murky yellow, with a slight greenish and warm orange tints. Two fingers of stark white sticky foam with great retention and some splotches and wide bands of lace on the glass. The lacing is really beautiful.



S: Earthy papaya, and greener aromas such as green papaya and underripe pineapple. Both piney and peppery.



T: Still insanely bitter on the palate, but the other flavors are quite soft in contrast. And wow that bitter dryness goes on and on. I do like it though. Most would not pound this back - it's a sipper.



F: Smooth and mostly dry. Medium weight and decent carbonation.



O: I rarely call anything too bitter. This one is pushing limits. Overall I don't think it's my favorite from TG, (that might be Scorpius Morchella) but it is a really nice drink, that I hope to repeat."
"1666819345-241","https://www.beeradvocate.com/beer/top-rated/","Sosus","https://www.beeradvocate.com/beer/profile/23222/93219/","Pours cloudy amber with a bunch of floaties drifting around inside. Aroma is hoppy citrus. Taste is hop bitter with some citrus notes. Feel is a bit astringent but not unpleasant. Overall it’s an interesting hoppy DIPA."
"1666819345-242","https://www.beeradvocate.com/beer/top-rated/","Sosus","https://www.beeradvocate.com/beer/profile/23222/93219/","Pours a semi translucent golden color with a nice egg shell colored head, which if left undisturbed turns into little cream like dollops,A noticeable amount of sediment is present. This is a very fresh beer. Smells like mild fruit loops,fresh grass ,some conifer.Taste pineapple bread like profile, the mosaic hop is definitely well showcased in a subtle malt bill, almost wanting a bit more malt. Feels medium body, finishes juicy.Overall a very good DIPA showcase beer. REVISION: 3/22/21, this beer is tasty but the amount of sediment on the bottom of a Teku glass looks about 2 Teaspoons. It sort of turns me off. Is it yeast? some hop pieces? not really sure."
"1666819345-243","https://www.beeradvocate.com/beer/top-rated/","Sosus","https://www.beeradvocate.com/beer/profile/23222/93219/","Canned 12/24/20. Pours a moderately hazy light gold, robust 2"" egg shell head with excellent thick lacing. Nose is dank, juicy, and hempy, even nearly two months. out. Tropical fruit, mango juice. Thyme, pine, poultry spices. Only the smallest hint of rawness from the hops deep in the nose. The taste is more subdued than the powerful nose; slight oily, spicy, resinous, and bitter notes throughout, even numbing like a sichuan peppercorn. Moderate juicy sweetness, but the hop spiciness is strong enough to prevent it from taking a leading role. Mouthfeel is typical - round and soft, light carbonation. I was more impressed with the aroma than the taste, but its spiciness was enjoyable."
"1666819345-244","https://www.beeradvocate.com/beer/top-rated/","Sosus","https://www.beeradvocate.com/beer/profile/23222/93219/","The brew pours a cloudy orange with a 2 cm foam cap. The foam is fine. 

The aroma is pungent. Tropical fruit is featured. 

The flavor is full with mango, orange and guava. The hop bitterness is moderate, but not harsh. 

The mouthfeel is very soft and smooth. 

This is a very enjoyable quaff."
"1666819347-245","https://www.beeradvocate.com/beer/top-rated/","Barrel-Aged Malevolence Chocolate Caliente","https://www.beeradvocate.com/beer/profile/30454/163201/","22 oz bomber (2015)



A- Pours pitch black with a thin mocha colored head. Minimal lacing throughout. 



S- Dark chocolate comes through immediately with undertones of vanilla. There is a light undercurrent of cinnamon wafting in the background. I take an extra strength whiff (for science) and only then can I start picking up some stale, oxidation characteristics. It is nearly imperceptible and has no real impact. 



T- Following closely from the nose, the flavor starts off with smooth dark chocolate dominating at first, with the vanilla providing ample support. As the beer warms to room temperature, the cinnamon starts its move from the periphery to becoming a more integral component. Cinnamon is something which can easily be off putting to me in larger doses but here it is well integrated and nicely complements the stronger chocolate and vanilla flavors. No perceptible heat or spiciness to me from the chile peppers. It's quite possible this aspect has faded over time. I do think there are some remnants adding to the total flavor profile but I'm just not able to easily pick them out. The only slight knock I can give is that the barrel characteristics are minimal. 



M - Slightly oily with a medium body. Carbonation (medium) has held up quite well. 



O - For whatever reason, I had low expectations going in for this beer after being cellared for six years. However, it has held up remarkably well in that time. I regrettably did not have this beer when it was released so cannot give any comparison. On its own, it's a delicious beer."
"1666819347-246","https://www.beeradvocate.com/beer/top-rated/","Barrel-Aged Malevolence Chocolate Caliente","https://www.beeradvocate.com/beer/profile/30454/163201/","I received a can from @FBarber in a BIF. Canned on 1/29/2020. Poured into a snulip glass. I took it out of the fridge about 2 hours before pouring, then put it back in about 15 minutes before pouring. It pours a very dark walnut - approaching black. The medium mocha head dissipated very quickly, a sign of the alcohol content. Lots of raisin on the nose, along with roasted malt, chocolate, a whiff of freshly-brewed coffee, and earthy charred nuts. You can also readily smell the bourbon barrel. This is right in my wheelhouse taste-wise. It opens with bakers chocolate and coffee but the raisin has carried over, as well. There are also notes of caramel and earthy char, and the caliente pepper adds heat. The bourbon barrel is strong but not distractingly so. As the glass warms, I think the chocolate is stronger and a bit sweeter and the pepper hotter. The feel is viscous and creamy with lite carbonation and there's no avoiding the 14% ABV. The 12 oz. format is appropriate. Overall, this is a superb example of RIS - my favorite style, and it richly deserves its World-Class rating. I really like the combination of the chocolate malts and dark fruit."
"1666819347-247","https://www.beeradvocate.com/beer/top-rated/","Barrel-Aged Malevolence Chocolate Caliente","https://www.beeradvocate.com/beer/profile/30454/163201/","Look - Very little head with almost zero retention, and no signs of much carbonation. Opaque black in color.

Smell - Chocolate, bourbon, with underlying notes of cinnamon and vanilla and subtle chiles.

Taste - An almost perfect blending of Mexican chocolate and bourbon. The chiles were quite noticeable, but did not overwhelm in terms of flavor or heat. The same can be said of the bourbon. 

Feel - Mouthfeel was a touch thin on the palate but enjoyable.

Overall - The aroma and flavors were so big and well balanced that I found myself focusing almost purely on those aspects. I would have enjoyed a bit more body on the palate, but that in no way detracted from my enjoyment. This is among the best beers I've had to employ chile peppers."
"1666819347-248","https://www.beeradvocate.com/beer/top-rated/","Barrel-Aged Malevolence Chocolate Caliente","https://www.beeradvocate.com/beer/profile/30454/163201/","12oz can, dated 01.29.2020, 2019 vintage stamped on the side of the can, poured into a 14oz brandy snifter.



The beer pours a deep jet black color, thick and viscous with a thin half finger of khaki head that recedes quickly, yielding no film nor any lacing. The aroma is pleasant, tons of fudge and chocolate, light pepper heat, tons of cinnamon, modest barrel, a nice oakiness with a good char and a bit of vanilla. The flavors are good, tons of chocolate, brownie batter and fudge but also a nice bitterness, dry cinnamon, light pepper heat with a super smooth bourbon character, lightly charred oak, modest roast with nice hearty grains and a touch of vanilla. The mouthfeel is good, thick and heavy, chewy but smooth and it coats very well with a warm but creamy finish.



Verdict: A very nice adjunct forward barrel aged stout from Spiteful. A great chocolate forward experience that is well balanced and accentuated by the cinnamon and pepper interplay while the vanilla tames the barrel, which isn't too hot and offers even more nuanced character."
"1666819347-249","https://www.beeradvocate.com/beer/top-rated/","Barrel-Aged Malevolence Chocolate Caliente","https://www.beeradvocate.com/beer/profile/30454/163201/","1/31/2020: (Spiteful Brewing, Chicago) 5 oz. draft pour into snifter on Spiteful Brewing release day, $7.17, 2019 release is a 14.0% ABV. Black pour, tan head recedes quickly leaving no lacing. Cinnamon aroma leads, significant chili pepper backs well. Cinnamon taste leads, light smooth bourbon taste, pepper more subdued than aroma would lead. Thin body, smooth easy drinking. ABV well masked. Overall solid Barrel Aged stout, glad Spiteful released this after a three year hiatus."
"1666819347-250","https://www.beeradvocate.com/beer/top-rated/","Barrel-Aged Malevolence Chocolate Caliente","https://www.beeradvocate.com/beer/profile/30454/163201/","Black with a slow to build fizzy tan blanket that dies off quickly.



Smell is nutty roast and dry wafer with moderately spicy cinnamon and slightly astringent but fruity and popping chili pepper.



Taste has more depth yet is also refreshing, with just the right amount of warming pepper that is both mildly spicy and sweetly fruity. Cinnamon is lightly dusty and complements the roast of the moderately light-bodied stout. There's a touch of nutty cocoa but not a whole heckuva lot. The carbonation is crisp and lifting for a big stout, with tightly compacted bubbles finishing perfectly semi-dry.



This is like an older school, more drinkable stout with a lighter body and flavorings that don't overpower. Additionally--a shocking note for this day and age--it's not cloying. The only thing I'm not really experiencing here is any barrel. Not even a boozy heat."
"1666819347-251","https://www.beeradvocate.com/beer/top-rated/","Barrel-Aged Malevolence Chocolate Caliente","https://www.beeradvocate.com/beer/profile/30454/163201/","2015 bottle"
"1666819349-252","https://www.beeradvocate.com/beer/top-rated/","Leche Borracho","https://www.beeradvocate.com/beer/profile/33824/120155/","Matte black with brown speckling and head. This strikes me as a more chocolatey and spicy westbrook mexican cake, plus bourbon and tequila backing obviously. Nice “French toast effect” with cinnamon, some light caramel within the chocolate in the taste exclusively. Smooth feel in between pepper spice hits, well done by the way, and the spiced textures of the cinnamon. Taste is more clear in the flavors, where smell is amalgamation of it all. Would take mexican cake over this, but still very good"
"1666819349-253","https://www.beeradvocate.com/beer/top-rated/","Leche Borracho","https://www.beeradvocate.com/beer/profile/33824/120155/","2016 Vintage

550ml bottle poured into a snifter



A- pours jet black in color with a one-finger foamy khaki head that reduces to leave nothing behind



S- aroma is rich with chocolate, cinnamon and chili pepper up front, followed by undertones of creamy lactose, vanilla, toffee and brown sugar. The tequila barrel comes across as a mezcal-like aroma, with some oaky bourbon juice in the background



T- rich malty chocolate up front quickly gives way to cinnamon and pepper skin. Mid-palate brings out the barrel notes; tequila takes center stage, with some oaky bourbon complimenting. The finish gives more cinnamon and chocolate, with a linger of pepper and creamy lactose



M- medium body with moderate carbonation, foamy mouthfeel turns slightly creamy into the finish. Some pepper heat pokes through after the finish



O- the barrel combo works well with this one, well done"
"1666819349-254","https://www.beeradvocate.com/beer/top-rated/","Leche Borracho","https://www.beeradvocate.com/beer/profile/33824/120155/","Brew: Bottle Logic Brewing – Leche Borracho



Intro: 500 mil. poured into a tulip glass. Shared with a friend. 



Appearance: Dark black color. Minimal head but some. Same with the lacing as we drank



Smell: Cinnamon up front followed closely with chili pepper, Bourbon brings up the back end.



Taste: Followed along with the smell. Little to no carbonation. Chili pepper is strong for my tastes.



Mouthfeel: Creamy but the chili holds that in check. Medium mouthfeel



Drink: Again, follows along with mouthfeel. I’ve had better and I’ve had much worse. It’s not my favorite selection from Bottle Logic



Conclusion: I’ve had several other Bottle Logic brews and this would not be in my top 4 or 5. It is mostly because of the chili pepper but that is personal taste. I am a big fan of the brewery, just not this particular beer. It’s still finely crafted and is deserving of the score given"
"1666819349-255","https://www.beeradvocate.com/beer/top-rated/","Leche Borracho","https://www.beeradvocate.com/beer/profile/33824/120155/","Purchased for $20 from a private collector. 3 year old 500 ml bottle from 2018 poured into a snifter. This is my first Bottle Logic brew, as I'm in Ohio so it's difficult to get California beer out here. Poured out thick and darkest brown with a quick and active head that bubbled up furiously for about 15 seconds then rapidly shrank into a ring around the bottle, then disappeared completely. The strongest scent coming up from this beer is bourbon, even though there's also tequila barrels at work. Also notes of vanilla, chocolate, and a little tingle on the nose from the ancho peppers. The scent is very strong and peppery, and threatens to singe my nose hairs if i inhale too deeply too quickly. Truly a delicious smell, very complex and tantalizing. There is a strong and sweet malt backbone to this beer upon first sip. It's very thirst quenching. After getting the rounded sweetness of the sugars and vanilla, cinnamon washes through my mouth, followed by the tequila and bourbon. It's funny, but i can definitely taste both the tequila and bourbon independently, and i didn't think i would be able to. Also a bit smoky. The pepper comes last, stinging the back of the throat and giving it a nice finish. Mouthfeel is definitely thicker and syrupy, with a nice douse of effervescence. Overall, the smell knocked my socks off. And the taste was very complex and layered. Although I wouldn't say this is one of my favorite beers, it's definitely the result of an interesting recipe and the chef certainly knew what they were doing, to allow all the various flavors to come out. So it's getting my top marks for being unique, an important quality i seek in beer."
"1666819349-256","https://www.beeradvocate.com/beer/top-rated/","Leche Borracho","https://www.beeradvocate.com/beer/profile/33824/120155/","2018 bottling. Poured from fridge temp on 7.13.2020 



Pours dark, minimal head. Nose was well blended ancho, mild cinnamon, chocolate, and bourbon barrel. Taste was well blended between the ancho, cinnamon, and got more tiquilla than bourbon on the taste. Slightly thin for style but made it easy to drink. Overall solid Mexican stout from bottle logic"
"1666819349-257","https://www.beeradvocate.com/beer/top-rated/","Leche Borracho","https://www.beeradvocate.com/beer/profile/33824/120155/","2018 version poured into a snifter. The peppers are not overpowering but do provide some heat in the finish. Cinnamon is very up front in aroma. I don't typically seek out beers that contain peppers but this is pretty tasty."
"1666819349-258","https://www.beeradvocate.com/beer/top-rated/","Leche Borracho","https://www.beeradvocate.com/beer/profile/33824/120155/","A big fan of BL, and chili stouts but this missed the mark. Great smell with some nice chili heat spice but taste spice is really hidden and out of place, mouthfeel is thin slick"
"1666819351-259","https://www.beeradvocate.com/beer/top-rated/","Crusher","https://www.beeradvocate.com/beer/profile/46317/114804/","Poured from a can with no visible date into a teku. Can purchased on 8/15/22 from The Alchemist.



L- Beautiful opaque deep golden color.



S- Some “Dank” along with a hint of pine.



T- Up front piney bite, but not 

overpowering. 



F- Moderate carbonation , dry finish.



O- A fantastic DIPA! Not too sweet and 

juicy, not too resiny. Just perfect!"
"1666819351-260","https://www.beeradvocate.com/beer/top-rated/","Crusher","https://www.beeradvocate.com/beer/profile/46317/114804/","5/12/22 Canned 2/23/22. This is one powerful brew. Flavorful. Hops forward. Perfect piney bitterness. Dry finish. Citrus. Thirst quenching. Could be a favorite. It is!"
"1666819351-261","https://www.beeradvocate.com/beer/top-rated/","Crusher","https://www.beeradvocate.com/beer/profile/46317/114804/","I have tasted beer perfection and it’s name is Crusher."
"1666819351-262","https://www.beeradvocate.com/beer/top-rated/","Crusher","https://www.beeradvocate.com/beer/profile/46317/114804/","Appearance - The beer poured a hazy golden color with a white head. 



Smell - Hops were noted, with the presence of citrus and bitterness. 



Taste - The overall profile was dank. It was oily with a nice level of bitterness. The profile of citrus fruits were noted. Even though it was on the heavier side, it could make for a nice easy drinking.



Mouthfeel - Carbonation was appropriate, even with a thicker viscosity.



Overall - even though some might see this as a lighter beer, the taste comes with a heavier pprofile."
"1666819351-263","https://www.beeradvocate.com/beer/top-rated/","Crusher","https://www.beeradvocate.com/beer/profile/46317/114804/","Can courtesy of The_kriek_freak."
"1666819351-264","https://www.beeradvocate.com/beer/top-rated/","Crusher","https://www.beeradvocate.com/beer/profile/46317/114804/","Picked-up a four-pack of cans at the Alchemist Brewery in Stowe, Vermont for twelve dollars and seventy cents. My seventh brew from these guys. Good beer, prefer HT & FB."
"1666819351-265","https://www.beeradvocate.com/beer/top-rated/","Crusher","https://www.beeradvocate.com/beer/profile/46317/114804/","Slight haze with a golden orange hue with a typical Alchemist unfiltered with detritus swimming about. The nose is large and overpowering in a good way - prepping your tastebuds. Spicy, piney, earthen, skunky weed and tropical fruit notes.

The patience is rewarded with complex resin hop notes - fresh hoppiness, dried hoppiness fully crushing on the palate. All those nose notes are there but dare I say the aroma outweighs the taste. Finishes will a touch of malt and some bitterness."
"1666819351-266","https://www.beeradvocate.com/beer/top-rated/","Crusher","https://www.beeradvocate.com/beer/profile/46317/114804/","Lucked into this one as online purchase. Piney notes, wonderful. Alchemist has never let me down."
"1666819351-267","https://www.beeradvocate.com/beer/top-rated/","Crusher","https://www.beeradvocate.com/beer/profile/46317/114804/","L: Hazy light Amber with a big bubbled head and very little lacing.



S: Pine, grapefruit, mango, and citrus pith hop aroma. Big peach esters. Also a fairly substantial candied malt character for the style.



T: Big pine resin, grapefruit, and mango/pineapple flavors. Substantial bready caramel malt balance. The bitterness is firm but never dominates.



F: Medium/light bodied, very dry, crisp finish.



Overall: I was really impressed with this one. I honestly prefer it to Heady, which is saying a lot. I cannot recommend this on enough."
"1666819354-268","https://www.beeradvocate.com/beer/top-rated/","All That Is And All That Ever Will Be","https://www.beeradvocate.com/beer/profile/28743/249986/","Pours a dark brownish black. Aroma is milky dark chocolate with coffee. Taste follows nose with roastiness. Mouthfeel is creamy & full. Very nice stout."
"1666819354-269","https://www.beeradvocate.com/beer/top-rated/","All That Is And All That Ever Will Be","https://www.beeradvocate.com/beer/profile/28743/249986/","16oz can. 



Pours opaque black with a half inch head of brown. Malted milk balls with dark chocolate and cocoa-dusted espresso beans in the nose. Full bodied with a crushed velvet mouthfeel. Brownie batter with chips of fudge on the palate. Finishes sweet and rich with chocolate cake and faint espresso."
"1666819354-270","https://www.beeradvocate.com/beer/top-rated/","All That Is And All That Ever Will Be","https://www.beeradvocate.com/beer/profile/28743/249986/","Pours black, significant brown head. It definitely has that milk stout aroma - tangy/lactose and some alcohol. Taste is roasty with dark chocolate. Some umami/meatiness/soy sauce as well. Feel is somewhat creamy. Overall, one of my favorite milk stouts."
"1666819354-271","https://www.beeradvocate.com/beer/top-rated/","All That Is And All That Ever Will Be","https://www.beeradvocate.com/beer/profile/28743/249986/","Pours like syrup--smooth and sweet. Very dark brown with a mocha head. It is rich with strong milk chocolate flavor, and subtle coffee flavor underneath. Several good aspects to this stout, but perhaps a bit too sweet, making this lean toward dessert beer."
"1666819354-272","https://www.beeradvocate.com/beer/top-rated/","All That Is And All That Ever Will Be","https://www.beeradvocate.com/beer/profile/28743/249986/","16oz can poured into a snifter.



A: Black on the pour with two fingers of brown head. Retention is good, lacing manifests in broken rings.



S: Nose is heavy on the chocolate. Brownie batter and a generous helping of Hershey’s chocolate syrup. Fatty nibs. Bit of woody roast and earthy hop. Berry-like fruity note. Nutty coffee.



T: Follows the nose. Chocolate all over the attack. Cocoa nibs, brownie batter, chocolate syrup in a big way. Sugary lactose. That berry fruitiness comes through tasting like a raspberry tootsie pop. Pervasive background flavor of nutty coffee. Quick flash of earthy hops, and woody and roasty malt flavors poke through now and again. Perhaps some subtle cola. Roasty and Chocolatey finish. 



M: Rich and thick in the mouth. Coating and almost syrupy. Tons of residual sugar. Carbonation is ample but gentle, and fluffs things up a little.



O: Might be an unpopular opinion, but this is just too sweet for me. Tree House has a penchant for taking all of their dark beers well onto the sweet side of things, and some fare better there than others. Here there is just not quite enough hop, coffee, or black malt bitterness to bring it into any semblance of balance. It does finish drier than it starts, but it isn’t nearly enough to save the drinkability. You gotta have a serious sweet tooth to enjoy beers like this, and unfortunately I find that I tend to favor balance and dryness as opposed to a candy-bomb like this. It tastes like chocolate syrup and sits like 16oz of chocolate syrup in the stomach. Looks like sweet sells though, so maybe I’m just an old grouch now."
"1666819356-273","https://www.beeradvocate.com/beer/top-rated/","Popinski - Bourbon Barrel-Aged - Peanut Butter And Marshmallow","https://www.beeradvocate.com/beer/profile/32409/316514/","2022 version poured from a 750ml bottle into a snifter. Nice thickness. Dominant peanut aroma. Solid blend of chocolate, peanut and marshmallow flavor."
"1666819356-274","https://www.beeradvocate.com/beer/top-rated/","Popinski - Bourbon Barrel-Aged - Peanut Butter And Marshmallow","https://www.beeradvocate.com/beer/profile/32409/316514/","Not much peanut butter, perhaps due to barrel"
"1666819356-275","https://www.beeradvocate.com/beer/top-rated/","Popinski - Bourbon Barrel-Aged - Peanut Butter And Marshmallow","https://www.beeradvocate.com/beer/profile/32409/316514/","Extremely well executed beer. Fantastic mouthfeel with a fantastic balance of the peanut butter, marshmallow and barrel. This beer really stood out in a night full of big bottles."
"1666819356-276","https://www.beeradvocate.com/beer/top-rated/","Popinski - Bourbon Barrel-Aged - Peanut Butter And Marshmallow","https://www.beeradvocate.com/beer/profile/32409/316514/","Pours pitch black, thin tan ring present on the outside of glass. Nose is rig milk chocolate and huge pB. Getting a little bit of woody oak and bourbon coming through. Taste follows the nose, get milk chocolate up front and then big pB. Roasty vanilla notes. A little burn from the barrel, but not a huge barrel presence. Creamy luxurious mouthfeel. Overall delicious. Don’t suspect these are aged long however as the barrel doesn’t play big here. Still a great offering from AC."
"1666819356-277","https://www.beeradvocate.com/beer/top-rated/","Popinski - Bourbon Barrel-Aged - Peanut Butter And Marshmallow","https://www.beeradvocate.com/beer/profile/32409/316514/","Poured from a 750mL bottle into an AC pint glass.



Pours a thick oily black body with a dark brown head that sticks around for a while and leaves spotty lacing.



Holy crap this smells unreal. Straight peanut butter chocolate fudge cookies straight out of the oven with extra vanilla extract in them and a touch of coffee. Marshmallow s’mores ice cream galore. Bourbon booziness in the background. Pastry city. 



Taste is liquid Reese’s cups with dark chocolate fudge drizzled over them. Vanilla bourbon on the follow through, roasty coffee char on the finish. Thick rich body.



I am a sucker for a good pastry stout, and peanut butter cups. And this is the epitome of both."
"1666819358-278","https://www.beeradvocate.com/beer/top-rated/","Darkness","https://www.beeradvocate.com/beer/profile/13014/33127/","2020 in 2022

Look - big tan sticky head. Black and thick

Smell - roasted malt dark fruit

Taste - chocolate toasted malt slight dark fruit

Feel - fluffy full body light carb

Overall - really nice russian"
"1666819358-279","https://www.beeradvocate.com/beer/top-rated/","Darkness","https://www.beeradvocate.com/beer/profile/13014/33127/","Pours a deep, inky black from the can, moderate tan head with good lacing for ABV. Nose is big on bourbon barrel, oak, vanilla, an alcohol heat. Taste is very barrel and heat forward; big notes of spice as well, almost chile-like, though only a suggestion from the booze. Dark chocolate and sweet fruit round things out. Mouthfeel is thick and creamy with only light carbonation. Very solid, but hard to separate it out from the rest of the BA Stout field."
"1666819358-280","https://www.beeradvocate.com/beer/top-rated/","Darkness","https://www.beeradvocate.com/beer/profile/13014/33127/","Truly a tremendous stout. I’m enjoying the 2020 vintage. I won’t repeat the reviews that have already been posted here. They ring true."
