,username,location,text
962,jgcOCANADA,,"@QuinnBx @DrOz @IngrahamAngle @seanhannity No, it's because @DrOz is a grifter who has repeatedly foisted fraudulent schemes on the public. 

Here, just a few months ago in the middle of his #PASEN campaign, he is still encumbered by fraud lawsuits
 https://t.co/MFFz7O8ll2"
963,MonroePaDems,"Stroudsburg, PA",I *may* have watched this one (or 6? 🥴) times because JOHN FETTERMAN ROCKS! 💯🔥#TeamFetterman 🖤💛 #PASen #EveryCountyEveryVote #FettermanForSenate #FettermanIsTheBetterman #FettermanForPA #Fettermania #Fetterman2022 https://t.co/NqFG1t4HNm
964,JoelWeingart_,,"If you analyzed the #PASEN 10 weeks ago and said Oz CAN win is not a big deal. If you're now saying Oz CAN win is not a big deal. U won't bet on a Oz win

If you're saying that Oz has the momentum and is favored to win that's a big deal. That means you're ready to bet on a Oz win"
965,JoelWeingart_,,Will Cook move back #PASEN to the Toss-up column after another 4-5 polls shows Oz closing the gap
966,RussOnPolitics,"New York, NY/Cruise Ship",That’s gotta change. #PASEN https://t.co/gmZfkiEyPZ
967,MonroePaDems,"Stroudsburg, PA",Pennsylvanians…Dr. Ounce can’t be trusted. 👇👇👇 #TeamFetterman 🩳🖤💛 #PASen #JohnFetterman #FettermanIsTheBetterman #FettermanForPA #FettermanForSenate #Fetterman2022 https://t.co/LeBR9TE3fI
968,UPTGOP,"Upper Providence Township, PA","The economy is imploding. People can't afford food.

But funny TikToks. #PASEN 

John Fetterman is not fit for office. We must elect @DrOz this November. We truly have no choice. https://t.co/EA8HYxjsxt"
969,AureliusStoic1,"Pennsylvania, USA","(And he went to Harvard)

#PASen https://t.co/RZd4ogy5VC"
970,BrnEyeSuss,Las Vegas,Wow ! This !!!    #pasen https://t.co/3cmhh1RrWE
971,BidenHarrisFan,,"@TimRyanFan Nice ratings. What are the #PASen and #NVSen margins, and does Fetterman carry Northhampton+Erie counties in this scenario?"
972,LizHersch1,,#PASen https://t.co/7fARyW4fyO
973,benjaminhatche1,"Massachusetts, USA",People don’t realize it but this rhetoric (could) have a big impact on #PASen #WISen #NVSen and #GASen remember these four races are going to come down to the wire https://t.co/TMr4n4jFML
974,Dsquared75,Arlington VA,#PASen https://t.co/mVpekFAkpp
975,Dsquared75,Arlington VA,#PAsen well said by Fetterman calling out Oz for his #ableism! https://t.co/zJetyhTtAG
976,CATargetAlt,"The Cloud, CA","NEW FEC F24
CASA IN ACTION PAC
$25,430-&gt; #GASEN #VA07 #PASEN #VA02
https://t.co/Rcfs04meWa https://t.co/8BGw01BIzj"
977,jgcOCANADA,,"👀😃 They’ve arrived! 

Mail in/absentee ballots for our family in Canada! 

Mine will be returned pronto to #BucksCounty Board of Elections 

Another vote for ⁦
@ashley_ehasz⁩ #PA01 &amp;
⁦@JohnFetterman⁩ #PASEN 

⁦@DemsAbroad⁩ https://t.co/82xEkOKvop"
978,Subliminal73,,Soros-Backed DA Wants to Protect Criminal Illegal Migrants From Deportation: Dem Soft on #Crime Policies #Fentanyl #BidenBorderCrisis #Philadelphia #PAsen #PAgov #PApol #NewYork #NYC #NYgov #UpStateNY #NYsen #SmallBiz #Women #Urban #Suburbs #Rural   https://t.co/N3dAQ9uv7P
979,Ludwig_IV,"London, Berlin","Neither. Shapiro and Fetterman will run across the line together. Conversely, Mastriano and Oz are albatrosses around each other’s necks. #PASen #pagov #2022Midterms https://t.co/9AJaEBPR6x"
980,jackpandol,"Alexandria, VA","Fetterman campaign in May: “a little hiccup” &amp; “back on his feet in no time”

Fetterman in October: “At times, Fetterman paused and struggled with some words” during a 12 minute appearance with zero live press questions. #pasen https://t.co/WajECEZDkU"
981,Subliminal73,,"VP Faces Criticism After Claiming Hurricaine Ian Aid Will Go to Communities Based on Their 'Color': #GenY #GenZ This is Fascism &amp; Racism in Action, the Dem Party Has Always Felt This Why Since the 1800's, The reason MLK was a (R): #GAsen #ALT #PAsen      https://t.co/xfGaM18Sjg"
982,SteakforPodcast,"San Diego, CA",Absolutely epic to see @JackPosobiec rallying the party and base together for @dougmastriano and @DrOz #OZTOBER #DOUGVEMBER #PAGov #PASen #SaveAmerica https://t.co/Kogi4uSKlM
983,Rutxting,Groundhog Day,"Hello, Sylvanipenna! #pasen https://t.co/47gLdfQuqR"
984,Subliminal73,,Americans Want a Secure Border. Republicans Will Deliver: #CommitmentToAmerica - #BidenBorderCrisis #Crime #Fentanyl #PA08 #Bedminster #GA05 #Atlanta #GAsen #PAsen #PAgov #PA #CAgov #CAsen #CA03 #ORgov #OR05 #ORsen #BlueCollar #MiddleClass #GenX #GenY    https://t.co/ARFv8huNvB
985,SenateOhioClock,Within Senate Chamber earshot,"Heard a good one recently on how to #handicaptheodds on who wins the #PASen race from #noneother than a Senator's Spouse - ""SenatorsWearSuits"" was the simple but strong pronouncement and not enough Independent #Pennsylvanians will vote for the #Hoodie @PhillyInquirer @NRSC @DSCC https://t.co/AfSF2VP5ZY"
986,BissellZakrey,"Liverpool, NY","@tencor_7144 I would do Rhode Island for @AllanFungRI in #RI02 Congressional District, @DrMemhetOz for #PASEN for Pennsylvania and @MarkRonchettiNM for #NMGOV and they will win in November because for the final polls will find all of them leading is to win their races by upsets in November."
987,SeasLife60,"Hudson Valley, NY","@DrOz Now do all the snake oil and bogus supplements you pedaled to your audience/consumers for years.  And this: #FettermanForSenate #PASen

https://t.co/ET1gf9jS79"
988,hsherman,,Run #DrOz Run. #PASenate #PASen #TeamFetterman https://t.co/f8KZrY5m93
989,SteakforPodcast,"San Diego, CA","Man, this campaign sure looks “finished” @JoshShapiroPA - boy are you screwed 🤣 VOTE @dougmastriano #PASen https://t.co/dTdotOl3Wb"
990,JoshKraushaar,"Washington, DC","#PASEN Political Rorschach test: Fetterman draws 602 supporters to Pittsburgh rally in rain today, per campaign. 

Strong or meh turnout? https://t.co/5X6qdih5Xl"
991,CATargetAlt,"The Cloud, CA","NEW FEC F24
ONE FOR ALL COMMITTEE
$14,286-&gt; #PASEN #WISEN
https://t.co/ktzcmTXCFS https://t.co/TwQPwrBBvq"
992,MatHelman,"Malden, MA",".@JDVance1 @DrOz @TedBuddNC @AdamLaxalt @HerschelWalker,

After Trump's death threat at @LeaderMcConnell &amp; racist slurs at @ElaineChao, whose side are you on? Trump or #MitchMcConnell &amp; #ElaineChao?

#OHSen #PASen #NCSen #NVSen #GASen @RalstonReports @bluestein @JonathanTamari https://t.co/9j7cKIwq04"
993,mcbc,"New York, NY",@PopCrave @JohnFetterman Why does #RHONY have higher standards than the #PASen race?
994,TedPoliticsFan,,"Rating changes:

#PASen Lean D ➡️ Tossup
#IASen Likely R ➡️ Safe R

#MIGov Lean D ➡️ Likely D
#PAGov Lean D ➡️ Likely D
#MEGov Lean D ➡️ Likely D
#COGov Likely D ➡️ Safe D

#CA27 Tossup ➡️ Lean D
#AKAL Tossup ➡️ Lean D
#MI03 Lean D ➡️ Likely D"
995,American_Bridge,America,A deep dive into #PASen GOP nominee @DrOz — and why he isn't fit to represent Pennsylvania. https://t.co/WjFKyyt1pC
996,RealRichWilkins,"Pennsylvania, USA","First, PA Senate. The big lead is gone. Toss-up. #PASen 

https://t.co/EaUVePCynm"
997,MadMimi3,Southern California,#PASen https://t.co/fVrKRC8dug
998,DashaBurns,"New York, NY","#PASEN Fetterman’s Pittsburgh rally seeing some miserable conditions - pouring rain all day here. But hundreds of people are already gathering, taking shelter under the bridge an hour before showtime. https://t.co/EZV8VVA7uh"
999,MadMimi3,Southern California,"Do Pennsylvanians want their balls kicked? Or is it not about kicking balls?

#PASen #FettermanForSenate #HesFine https://t.co/wxvZVgDuLV"
1000,hsherman,,Having second thoughts @SenToomey?  #PASenate #PASen #TeamFetterman 👇 https://t.co/D8IvBNUlNU
1001,patdennis,cringetown,"Mehmet Oz is a celebrity who moved to the PA to run to be a Senator, prefers New Jersey, and records his ads from his house there. #pasen https://t.co/hcezGdeNOc"
1002,traktrgrl,"SRV PA, USA","saw @JohnFetterman on a live TV interview last night. He's doing really well--his brain is obviously working w/mild speech lapses. It's not easy to take something like this in stride -- speaking from experience -- he could have quit and walked away from PA, but he didn't. #PASen"
1003,PASenateWatch,Commonwealth of PA,"Polls that include Gerhardt have him around 2 - 3 %. Libertarians reportedly attract republican voters. 

There is a Green Party candidate (Weiss), who'll draw democratic/independent voters.  It is unkown how much support he has.

#PASEN 
#PASenate"
1004,PASenateWatch,Commonwealth of PA,"Hot Take 👻: 

Oz *may* have a difficult time pulling through with a PA Senate win. 

Although Stern is a write-in candidate, there are a couple of other candidates on the ballot, including Libertarian 
Erik Gerhardt. 

#PASEN 
#PASenate https://t.co/JXhe1KUpFo"
1005,PASenateWatch,Commonwealth of PA,"Although Independent write-in candidate Everett Stern hasn't dropped out of the PA Senate race, he is asking his supporters to back John Fetterman.

#PASEN 
#PASenate https://t.co/bT4s9qqxgP"
1006,PatriotMarie70,"TrumpTrain, USA",Hey #PA do you want this mess as your Senator #PASen 😳👇🏻 https://t.co/8aDbzJ1fCC
1007,For_the_content,,"💯 Read this thread -
#PASen #PAGov 
#polling https://t.co/6T4CF1Glrx"
1008,Fellixe,"🥫🐝, OR ","This is one of the best political ads of the year! And to think he actually got his opposition to pay for it, too! #ElectFetterman #PASen https://t.co/pio2w3ZivJ"
1009,kabelschoen,,"@suusonline Dat willen ze graag, geen kerst meer. Kan dit ook gelijk worden afgeschaft net als #zwarte piet, #Pasen en ga zo maar door. Krijgen we het #offerfeest en #Suikerfeest voor terug!! Hoe leuk is dat!"
1010,StatesPoll,,"#PASen Fox 9/22-9/26 1,008 RV
@JohnFetterman vs @DrOz
Certain to vote: Fetterman 48% / Oz 44%
Crosstabs 
2020 Biden Voters: Fetterman 88% / Oz 2% ( D +86%)
2020 Trump voters: Fetterman 5% / Oz 85% ( R +80%)

https://t.co/AvM7qAgLc1"
1011,scott_satzer,"Maryland, USA",Interesting #PASen https://t.co/HsVSNqXjTq
1012,EricMGarcia,"Washington, DC",@umichvoter What's the final margin in #PASen?
1013,RussOnPolitics,"New York, NY/Cruise Ship",And Oz just can’t get out of the low 40s. It seems that he has a relatively low ceiling. #PASEN https://t.co/dhmAqJVDLV
1014,AureliusStoic1,"Pennsylvania, USA","A short video to help us kick off Oztober in style.

#PASen https://t.co/UAcRQxZ8wH"
1015,KelcorpShop,,"#PASen #Poll For The General Election(27/9-30/9) Shows a Oz Lead.

Mehmet Oz - 45.0%
John Fetterman - 43.8%
Undecideds - 8.7%
Others - 2.5%

242 LV"
1016,CATargetAlt,"The Cloud, CA","NEW FEC F5
AMERICANS FOR CONSTITUTIONAL LIBERTY DBA THE CO...
$92,203 -&gt; #NCSEN #AZSEN #PASEN #OHSEN #GASEN #NHSEN
https://t.co/gBNqxMMIGB https://t.co/ZmTksOef8f"
1017,Mikebespeckled,,Democrats stand for Democracy. Republicans are too Radical. Vote Democratic. Your freedoms are on the line. #Election2022 #Vote #NCSen #NVSen #PASen #NHSen #WISen #FLSen https://t.co/jacbgjJR5A
1018,BFN3000,,"Another what???
I seriously do not understand what he is even talking about. #PASen https://t.co/2n5vANvtRq"
1019,TexIana1,USA!,"#PASen #Oz4PA 
how can a tax cheat like #Fetterman even run for Senate? https://t.co/r89a8p1KUA"
1020,jimstinson,"Tampa, Florida","Pennsylvania. This is awful. The man, your Lt. Gov.,  is not well. Time to admit it. #pasen https://t.co/yAzKWokWg1"
1021,ebeth360,,.@JohnFetterman is all the faux-toughness and incomprehensibility of a Big Dogs t-shirt #PaSen https://t.co/iPQBjwygMI https://t.co/uUydwQhTuK
1022,ebeth360,,"INBOX:
#PaSen https://t.co/iPQBjwg7yA https://t.co/7CDfSVwWl7"
1023,OkThxByeNext,,@JohnFetterman @MSNBC @chrislhayes It’s end of quarter TONIGHT and the GOP is drowning PA with ridiculous ads—please donate if you can to elect @JohnFetterman #FettermanForSenate #EveryCountyEveryVote #PaSen   https://t.co/lDGDTPh39z
1024,jgcOCANADA,,"Speaking of @DrOz: 

#PASen #NoOzHere https://t.co/gZStGGaWsT"
1025,TheTimDeFelice,Martha's Vineyard,#PASen https://t.co/wTFvdXP9or
1026,BigPenguinPolls,,"BPP rating change

#PASen 

Was: Tilt R

Now: Lean R

Reason: Trusted Polling and the fetterman campaign is a dumpster fire."
1027,CATargetAlt,"The Cloud, CA","NEW FEC F24
FOR OUR FUTURE
$13,330-&gt; #NV03 #NVSEN #WI03 #PASEN
https://t.co/0BuiFLdO26 https://t.co/0fPJ1VMXLb"
1028,7Of9shadow,Voyager - WA state 🌲,@DrOz @Bolstelp Really? #Vote4Dems #PASen 💙🌊🌊🌊🌊
1029,jackpandol,"Alexandria, VA","Fetterman is losing altitude fast. Game on in #PASen: 

“A series of recent polls point in a similar direction: a Pennsylvania Senate contest that's so close either John Fetterman or Mehmet Oz could win.” https://t.co/PKmTbClqE7"
1030,OnTaskDemocrat,"Pennsylvania, USA","Stop thinking that #PASen is the Democrats best or only chance to pick up a seat

That kind of thinking has made you SLOPPY for a year

Donate and volunteer accordingly #GOTV"
1031,jgcOCANADA,,"@ConorLambPA Mehmet Oz is a white collar criminal. He's *still* settling lawsuits for his fraudulent pill pushing miracle *cures*-- this one just in July 2022! In the middle of his #PAsen run! 

Besides agreeing not to air those programs, he also paid $5M to plaintiffs
https://t.co/tBbLs82DI3"
1032,American_Bridge,America,"For Republicans like #PASen GOP nominee @DrOz, denying the existential threat of climate change is just par for the course. https://t.co/nvCjXMxmW8"
1033,AureliusStoic1,"Pennsylvania, USA","I could believe this.

Baris = @Peoples_Pundit (very accurate pollster who knows how to poll PA).

#PASen 
#PAGov https://t.co/eYMO8XOGsL"
1034,wrmcduff,"Philadelphia, PA","At a Pittsburgh presser today, @DrOz ripped @JohnFetterman for not taking more questions on the trail.

“It’s sort of surprising that this late in the campaign, he’s still not answering interviews on the campaign trail from voters...[and] from reporters like you."" #PASEN https://t.co/k5LlOZ4fQD"
1035,AureliusStoic1,"Pennsylvania, USA","I have to say, I was really down on @DrOz early in the general election contest. Wondered if he was built for politics.

Since then, he's dazzled. Indefatigable campaigner, charming, charismatic and knows how to throw elbows when necessary.

He'll make a great senator.

#PASen"
1036,CATargetAlt,"The Cloud, CA","NEW FEC F24
ENGINEERS POLITICAL EDUCATION COMMITTEE (EPEC)/...
$23,150-&gt; #PASEN #PA17 #OR04
https://t.co/hxo4m9x20h https://t.co/s47Ihvsp1L"
1037,NilesGApol,,"RCP #PASen average

Sep 30, 2016
McGinty: 43.2%
Toomey: 42.2%

Sep 30, 2022
Fetterman: 48.2%
Oz: 44.1%"
1038,MatHelman,"Malden, MA","""The Senate needs @JohnFetterman."" - @CoryBooker

Support #JohnFetterman for Senate @ #CoryBooker's link:
https://t.co/Jf6YWMJb2N

#PASen #Pennsylvania #FettermanIsTheBetterman #droz #newjersey #FettermanPA #FettermanForSenate #fettermandailymeme #Pittsburgh #Philadelphia @PADems https://t.co/D45Ckcclr4 https://t.co/KSWRy92ucM"
1039,EricMGarcia,"Washington, DC","Republicans have spent a bunch in the suburbs of Philadelphia and Oz has specifically made a play for them, which is partially why Fetterman's lead is eroding. Oz's unfavorables are still high but they clearly see crime is a better tack than attacking his stroke. #PASen https://t.co/umxoVLzWO9"
1040,cog_roos,,"@Timodc Try OKCousin by @DrOz  

#PAsen
OKCousin: Dr. Oz's New Family Dating App https://t.co/qYXIt2Od6p via 
@YouTube"
1041,cog_roos,,"@JoyceWhiteVance I like @DrOz  OKCousin better..

#PAsen
OKCousin: Dr. Oz's New Family Dating App https://t.co/ro1S4ulkh3 via 
@YouTube"
1042,AureliusStoic1,"Pennsylvania, USA","John Fetterman has worked hard to win over rural PA voters. This report will hurt him in that effort.

#PASen

https://t.co/WZZuYv5vqi"
1043,AureliusStoic1,"Pennsylvania, USA","On Youtube, I just got a 15-second ad with someone portraying a cop saying John Fetterman is ""against us"" and that his policies (on crime) are ""insane"".

#PASen"
1044,MatthewFoldi,Maryland,"Now the @DrOz #pasen campaign is using @ChuckRossDC’s reporting to put up billboards in the town where John Fetterman owns ~eight properties to remind voters of Fetterman’s reign of terror 

Pretty smart imo  

@julianrouth story https://t.co/5BQc6a2i0s https://t.co/lQVD3r7y9U https://t.co/3QrInmorne"
1045,MatthewFoldi,Maryland,"This is an insane @ChuckRossDC story @FreeBeacon: 

Turns out John Fetterman made the Crips gang part of his run for mayor and oversaw the largest crime spike in Braddock 🤯 #pasen 

https://t.co/lQsQDdGJ3O"
1046,CATargetAlt,"The Cloud, CA","NEW FEC F24
SENATE LEADERSHIP FUND
$234,199-&gt; #PASEN
https://t.co/xlDosWFaea https://t.co/ZBSG0oQKvt"
1047,CATargetAlt,"The Cloud, CA","NEW FEC F24
AMERICAN LEADERSHIP ACTION
$1,042,663-&gt; #PASEN
https://t.co/JBWDATt40p https://t.co/deThVRUzEJ"
1048,NoahPanchure,NYC/VA/PA,.@DrOz and Sen. @PatToomey holding a Press Conference in Downtown Pittsburgh! #PAsen https://t.co/iYtdFlGeWl
1049,eeb_erica,"Pennsylvania, USA",Today. 🫶 Will you volunteer to help us elect @JohnFetterman to the #PaSen ? No pressure if you’re unable. Team Fetterman are grateful for your time and support always:  👇https://t.co/HgW1EW7DVj
1050,eeb_erica,"Pennsylvania, USA","I’m attending John Fetterman for Senate’s event, “Social Media Power Hour with Team Fetterman!” – sign up now to join me!  https://t.co/5Rp1RxmDBw 
@JohnFetterman @giselefetterman 🖤💛
#PASen"
1051,eeb_erica,"Pennsylvania, USA","https://t.co/YYSkvaLKdW 
@JohnFetterman @giselefetterman 
#PASen #EveryVoteCounts 🖤💛
#Volunteer"
1052,CATargetAlt,"The Cloud, CA","NEW FEC F24
NRA VICTORY FUND, INC.
$1,122,609-&gt; #GASEN #NCSEN #WISEN #PASEN #AZSEN #NVSEN
https://t.co/CPIKroClnq https://t.co/HwEno0iMOp"
1053,American_Bridge,America,"Since becoming the #PASen GOP nominee, @DrOz has filmed videos from his New Jersey mansion and deserted Pennsylvanians for a European vacation. https://t.co/adejF5ASB7"
1054,MatthewFoldi,Maryland,"When Republicans have *altered* language you on websites, the entire mainstream media pounces endlessly

When John Fetterman WIPES his BLM section, only @FoxNews will cover it 

Great @ThomasCatenacci story #pasen 

https://t.co/EsFvd6tqhj"
1055,Subliminal73,,#Pennsylvania #PAsen #PApol https://t.co/5gRfl9VJdr
1056,ThirdWayKessler,"Washington, DC","48% of Pennsylvanians and 56% of women Pennsylvanians are ""angry"" or ""extremely angry"" about the Dobbs decision, according to @Foxnews poll. https://t.co/YUN5pCQAti #PASen #PAGov"
1057,Subliminal73,,#Pennsylvania #PAsen #PApolitics #Greensburg #Altoona #Yardley #BucksCounty #AlleghenyCounty #Pittsburgh #Philadelphia #Youngstown #Erie #Harrisburg #Allentown #Butler #OldForge #Scranton #WilkesBarre #Dunmore #Women #SingleMoms #Men #ParentsMatter #Education #Crime #Fentanyl https://t.co/aQSQfsjv1W
1058,RyanSPowers,"MtP/Washington, DC","""But the ad may leave the mistaken impression that Fetterman only extended leniency to nonviolent offenders &amp; marijuana users, when Fetterman voted to extend pardons &amp; commutations to people convicted of violent crimes, including 1st degree murder."" #PASen https://t.co/VunnHPRuhm"
1059,Subliminal73,,"This is one of the reasons the 2022 Mid-Terms is so important, we can't leave the future in hands of All Dem Controlled WH, Senate &amp; House, Citizens need the @GOP to protect us from Bad Biden Policies: #PApol #PAsen #PAgov #AZsen #AZpol #AZgov #GApol #GAsen #GA #Virginia #VApol https://t.co/6o27xzwj1O"
1060,PollProjectUSA,United States,"POLL: @EmersonPolling 

2022 #PAGov General Election
(D) Shapiro 51% (+10)
(R) Mastriano 41%
Undecided 7%

2022 #PASen General Election
(D) Fetterman 45% (+2)
(R) Oz 43%
Undecided 8%

1,000 LV | 9/23-9/26
LV Sample: D41/I22/R37 (D+4)

https://t.co/jzkzeEd5nq"
1061,imau2fan,Oakdale PA,"John Fetterman wipes Black Lives Matter section from campaign site amid attacks over crime https://t.co/HUG3EYyCP6 #FoxNews 

#PASen"
1062,imau2fan,Oakdale PA,"John Fetterman's Concerning Comments About the 2020 BLM Riots Resurface https://t.co/3GrBCxI1Cv 

(via @SisterToldjah)

#PASen"
1063,PollProjectUSA,United States,"POLL: @FoxNews/@Beacon_Research (D)/Shaw &amp; Co. (R)

2022 #PAGov General Election
(D) Shapiro 51% (+11)
(R) Mastriano 40%
Und 5%

2022 #PASen General Election
(D) Fetterman 45% (+4)
(R) Oz 41%
Und 7%

1,008 RV | 9/22-9/26
RV Sample: D35/I27/R36 (R+1)

https://t.co/fb6aHCHA3z"
1064,GHalv,"Nashville, Tennessee",OUCH...  #PASen #PAsenate https://t.co/S8dSrRf9D4
1065,jaybrigitte,,@DrOz Family values? #DrOz #PASen https://t.co/Iygopk5jTO
1066,PoliticsPA,"Harrisburg, PA",".@EmersonPolling 

#PASen 
Fetterman 45 (+2)
Oz 43
Undecided 8

#PaGov 
Shapiro 51 (+10)
Mastriano 41
Undecided 7

Sep 23-26 | 1,000 LV | MOE 3.0

https://t.co/1PySzfRvN5"
1067,buffalocharging,,"@Awesomoknowsall @PAWorkFamilies Suppose #PASen DOES impeach the DA and violent crime rates are still high. You don't have Krasner to blame for that. Who do you blame now?🤨

Face the facts: This is feel-good showmanship and nothing more, instead of putting forth your OWN solutions."
1068,DemByBirth,The Free State,@RNCResearch @mirandadevine Kenyatta endorsed Fetterman the night of the primary. And Conor Lamb did too. #DemocratsAreUnited #PASen
1069,AureliusStoic1,"Pennsylvania, USA","Top pollster @Peoples_Pundit gives his appraisal of the #PASen contest.

If Fetterman's internal polling has Oz taking the lead, this race is probably over.

I agree with Baris, Oz is going to win. It will be close, but Oz should prevail. https://t.co/RHIT8ZBVFz"
1070,DesperadoPro,Southwest Michigan,"Are we still playing 'Spot The Neo Nazi' or was that last week...?

This recent John Kerry (D) pic is certainly a winner.

#PASen https://t.co/hlD2KhrseV"
1071,wilg111,Pittsburgh - Regent Square,"@DrOz, why do you continue to run away from the media? Why won't you answer questions about abortion? #PASen #Pennsylvania #FettermanIsTheBetterman https://t.co/3meop0vFvz"
1072,dabbs346,dc via chicago and oklahoma,"On the radio, Mehmet Oz says “I don’t comment on” Fetterman’s clothing or tattoos “if I can avoid it.”

Mehmet Oz is just completely full of shit. 

#pasen"
1073,CATargetAlt,"The Cloud, CA","NEW FEC F24
PLANNED PARENTHOOD VOTES
$308,786-&gt; #WISEN #GASEN #PASEN
https://t.co/zmO8mgNHLa https://t.co/A2AF3GQMj8"
1074,KaitDemchuk,"New York, NY","here it is: the second episode of #TheOppoFiles!

tune in if you wanna hear me say ""wooder"" many times while bashing New Jersey (👎🏻) native #PASen nominee @DrOz and #Jan6 insurrectionist #PAGov nominee @DougMastriano

(also on Spotify if you're into that)
https://t.co/PoF0qMYZsd https://t.co/yy1XpSwQP2"
1075,Saabio31,,"Does PA need a coward as their senator? I don’t think so.

#pasen #RoeRoeRoeYourVote #AbortionRights https://t.co/IXdzQ76GL7"
1076,American_Bridge,America,"#PASen GOP nominee @DrOz wants Pennsylvanians to know that he is — 100%, completely, totally, without a doubt, unquestionably — not actually from New Jersey. https://t.co/2ilMsVrZEq"
1077,MichaelLaRosaDC,"Washington, DC","The spread is Fetterman+4. Toomey was up +7 this week in 2010. This is bad for GOP for 3 reasons: 

1-GOP still failing to make 2022 a referendum on Biden 
2-Dems are out-performing&amp;out-polling Biden
3-Voters are detaching feelings about Biden from Dem candidates

#pasen https://t.co/sjHpiuQhmv"
1078,RussOnPolitics,"New York, NY/Cruise Ship","Fox News prime time has basically adopted Dr. Oz, like Sally Struthers implored viewers to adopt a child in a Third World Country.

For just $100, you can keep Oz on the air...

#PAsen https://t.co/M38Rrkq6RT"
1079,PASenateWatch,Commonwealth of PA,"Duquesne is 3 miles from Fetterman's home town. Will Oz make an appearance in Braddock today?

#PASEN 
#PASenate https://t.co/QguLKIJjjn"
1080,DisinfoBusters,Digital,RT https://t.co/VzzXVgUngK: https://t.co/7ElQnAxS1k - Dr. Oz and his allies have pounded the airwaves with ads attacking John Fetterman’s votes to release inmates as a member of the state Board of Pardons. We fact-check Fetterman’s response ad. #PASen https://t.co/5bwMzO9mux
1081,OnTaskDemocrat,"Pennsylvania, USA","@tify330 They came into the race with only *one* idea - troll / meme your way to the senate

literally $#@&amp;posting

#PASen"
1082,factcheckdotorg,Philadelphia,Dr. Oz and his allies have pounded the airwaves with ads attacking John Fetterman’s votes to release inmates as a member of the state Board of Pardons. We fact-check Fetterman’s response ad. #PASen https://t.co/BPcxPnW27F
1083,RC_Smokes,,"Just have him call mommy and daddy again and ask for a handout - no need to take money from hardworking Pennsylvanians when Democrat policies are sending inflation through the roof. Come on Joe, be better than this. #pasen #manbaby https://t.co/caMXtSVfaG"
1084,NoahPanchure,NYC/VA/PA,.@DrOz hosting a Safer Streets Community Discussion in Duquesne this morning! #PAsen https://t.co/SHCWBnAYWV
1085,patdennis,cringetown,"Mehmet Oz is a celebrity who moved to the PA to run to be a Senator, prefers New Jersey, and records his ads from his house there. #pasen https://t.co/hcezGdeNOc"
1086,MichaelLaRosaDC,"Washington, DC",Pennsylvania child care tax credit to support 221K families. The governor’s office says the program will give back $180-$630 to Pennsylvania families with young children through the Child and Dependent Care Enhancement Program. #pasen #pagov https://t.co/EsK8hDM3P1
1087,jjabbott,PA,“Talk to the hand” is an awful look for the “Abortion is Murder” Oz campaign here #PASEN https://t.co/gS9Af4LHLt
1088,RC_Smokes,,And boom goes the dynamite - the trifecta - “bitch and moan bitch and moan and by the way can you give me some money? My parents cut my allowance” #pasen https://t.co/699s7dwFBG
1089,PADems,Pennsylvania,"Oz refuses to answer questions about the GOP's national abortion ban. When asked about it, he RUNS AWAY. He's hiding his position because he knows his dangerous stance is completely out of step with PA voters.

Pennsylvanians CANNOT TRUST Mehmet Oz in the Senate. #PASEN https://t.co/G1VXRiB4H8"
1090,bobbyjoeybilly,"Norton Shores, MI","Those independents tho 👀👀👀
#PAsen https://t.co/2XOInP5iXB"
1091,RC_Smokes,,Waaaaaaaaaaah muh news coverage - grow up - youre a democrat - you have 99% of news on your side to begin with #pasen https://t.co/2MnSmDyeUp
1092,RC_Smokes,,Good God all the Fetterman people do is bitch and moan. Easy to see theyre nervous and polls are slipping #PASen https://t.co/1ULNw6gyOW
1093,richardmskinner,"Washington, DC",Winner in #PASen?
1094,wrmcduff,"Philadelphia, PA","Asked several times now for a yes or no answer on Graham's abortion ban bill, @DrOz has yet to give one. Continues to insist he's for state control. #PASEN https://t.co/dGxFuAoWj0"
1095,ZafranOmer,,"Smart allocation of undecided and 3rd part voters in the recent #PASen #Emerson #Poll gives the following results:

#Fetterman - 48.66%
#Oz - 47.97%
Others - 3.37%

It is going to be close."
1096,DavidABergstein,,"Here's what folks will see when they open their paper #AZSEN #GASEN #NVSEN #NHSEN #PASEN #WISEN #NCSEN #FLSEN #OHSEN #COSEN
https://t.co/xWM40LZn2S https://t.co/qgnhqND5mb"
1097,PASenateWatch,Commonwealth of PA,"Oz visited Erie yesterday &amp; focused on the Parade Street Project - a plan to revitalize the minority community.

#PASEN
#PASenate

https://t.co/iz1MScy72H"
1098,American_Bridge,America,Highlights from this week's #TheOppoFiles: #PASen GOP nominee @DrOz's life of opulence at his multi-million dollar mansion (with a basketball court!) in his New Jersey home as he campaigns for the U.S. Senate in Pennsylvania. https://t.co/r8GI0JhzRH
1099,SeasLife60,"Hudson Valley, NY","@DrOz Love, John.

#FettermanForSenate #PASen https://t.co/YjaKa2Oufv"
1100,SeasLife60,"Hudson Valley, NY",#FettermanForSenate #PASen https://t.co/0uxj2UYEn4
