,username,location,text
548,MMPconnect,,"#marijuana #cannabis #cannabiscommunity-https://t.co/3urEDvGTAx

BISMARCK, N.D. — A group that wants to legalize recreational marijuana in North Dakota has submitted the required paperwork to the secretary of state to begin the approval process. 
Secretary of State Al J ... https://t.co/QOUD2B6sW6"
549,DendeCannabist,Central Coast CA,North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana - https://t.co/CMez4NwwBd
550,budwiser_nl,Netherlands,North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana - https://t.co/8KPjJe6u8L An activist group in North Dakota has submitted language for an initiative petition that would legalize recreational marijuana in the s... https://t.co/gXwqpjo51K
551,MMPconnect,,"#marijuana #cannabis #cannabiscommunity-https://t.co/3urEDvGTAx

BISMARCK, N.D. — A group that wants to legalize recreational marijuana in North Dakota has submitted the required paperwork to the secretary of state to begin the approval process. 
Secretary of State Al J ... https://t.co/6QnAmgnRI4"
552,runningleafco,,"RT SpeedWeed ""North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana"" - https://t.co/qGvMDzr0Iv https://t.co/ADs0Ahgdfv #SpeedWeed"
553,SpeedWeed,"California, USA","""North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana"" - https://t.co/0SSqd4o0hY https://t.co/ut2EX6GuCB"
554,LegalizedNews,,North Dakota Activists Submit Measure To Legalize Marijuana In 2020 - Marijuana Moment https://t.co/AebVB1RHjC
555,Leafbuyer,"Denver, CO","North Dakota Activists Submit Measure To Legalize Marijuana In 2020
https://t.co/M3UU5BNuZF
https://t.co/N0waUmogTf https://t.co/R1jZxvzDie"
556,HempCoinTHCNews,"Tampa, FL",$THC North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana https://t.co/EDPWH0ulGH https://t.co/IJoMQ5jbrj
557,cannabistweets3,United States,North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana https://t.co/esa4Y3rue4 https://t.co/ngTAQoatkj
558,Canna_Insight,,North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana https://t.co/O99czOVfiG
559,budwiser_nl,Netherlands,North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana - https://t.co/fGYGOBsyVC An activist group in North Dakota has submitted language for an initiative petition that would legalize recreational marijuana in the s... https://t.co/fiY9GpA8WM
560,marceloebraun,"Athens, GA",Group Begins Process To Legalize Marijuana In North Dakota https://t.co/VpTS5IQMMg
561,420glasscentral,In a cloud of beautiful smoke,North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana https://t.co/n2mMo5yswK https://t.co/54wBkYSe9p
562,ThinkingKlearly,End the Drug War,North Dakota Activists Submit Measure To Legalize Marijuana In 2020 - https://t.co/LywDt4nIjD
563,radio420,In The Air,North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana https://t.co/KqKBCWysiA #Radio420
564,NewsBudz,"Philadelphia, PA",North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana https://t.co/o4jbZlNe79
565,PursueCannabis,United States,North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana https://t.co/H0D76exwki
566,wegrowculture,"New York, NY",North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana https://t.co/SCtGIO16Nk
567,I_AM_JoeCamel, Koshkonong,North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana https://t.co/kAJn9cPxhv https://t.co/C45TVEN6EX
568,DaniMil61491754,,North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana https://t.co/FfJn1NKFEX
569,AMS31094,"Bismarck, ND",North Dakota Activists Submit Measure To Legalize Marijuana In 2020 - https://t.co/VvlrQT7wDx
570,MrHempy,"Queensland, Australia",North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana https://t.co/nNdUFcfvre https://t.co/3FxJiCRSzE
571,ripandtide,,North Dakota Cannabis Advocacy Group Submits Petition To Legalize Marijuana: Legalize ND is trying to take North Dakota further than decriminalization. The post North Dakota Cannabis Advocacy Group Submits Petition To Legalize… https://t.co/yq6r5jokFK #cannabis #marijuana #CBD https://t.co/4dve7FXrtE
572,greenstate,,Group begins process to legalize marijuana in North Dakota https://t.co/gtXA9SNVHk #cannabis https://t.co/jJWqJkDJaz
573,MJRetailReport,"Los Angeles, CA","A group that wants to legalize recreational marijuana in North Dakota has submitted the required paperwork to the secretary of state to begin the approval process.

Secretary  #Law #Legalization #NorthDakota https://t.co/59gMBTKyIV https://t.co/Sg00XvtOoX"
574,obtusemental2,"Humboldt Hill, CA",North Dakota Activists Submit Measure To Legalize Marijuana In 2020 | Marijuana Moment https://t.co/Vb0ED94XRO
575,herbtechno,,North Dakota Activists Submit Measure To Legalize Marijuana In 2020 https://t.co/7DXoxtvYBJ https://t.co/Nl3TvyLgt0
576,PursueCannabis,United States,North Dakota Activists Submit Measure To Legalize Marijuana In 2020 https://t.co/6tC1w5OdJA
577,MichaelPollick,US,North Dakota Activists Submit Measure To Legalize Marijuana In 2020 | Marijuana Moment https://t.co/K0MMiZ8ZZ7
578,thekalogia,global,North Dakota Activists Submit Measure To Legalize Marijuana In 2020 https://t.co/wiMt9qdRr4
579,JimKVRR,"Fargo, N.D.",A group that wants to legalize recreational marijuana in North Dakota has submitted the required paperwork to the secretary of state. https://t.co/xCAledMiE9
580,NewsBudz,"Philadelphia, PA",North Dakota Activists Submit Measure To Legalize Marijuana In 2020 https://t.co/kkHrnmrlXb
581,cannabis_times,Southen California,North Dakota Activists Submit Measure To Legalize Marijuana In 2020 https://t.co/DbXmWVLh72 via @MarijuanaMoment https://t.co/unduYQe0g0
582,MMPconnect,,"#marijuana #cannabis #cannabiscommunity-https://t.co/3urEDvGTAx

BISMARCK, N.D. — A group that wants to legalize recreational marijuana in North Dakota has submitted the required paperwork to the secretary of state to begin the approval process. 
Secretary of State Al J ... https://t.co/21LQWQletK"
583,MMPconnection,,"#cannabiscommunity #cannabis #marijuana -https://t.co/EjnOlOpZYT

BISMARCK, N.D. — A group that wants to legalize recreational marijuana in North Dakota has submitted the required paperwork to the secretary of state to begin the approval process. 
Secretary of State Al J ... https://t.co/qXSJhe7di4"
584,EsotericAnalog,MF Freedom Land,North Dakota Activists Submit Measure To Legalize Marijuana In 2020 https://t.co/O5FvdaIVbN
585,RefillMyMeds,California,North Dakota Activists Submit Measure To Legalize Marijuana In 2020 by Kyle Jaeger via Marijuana Moment https://t.co/1QDBRTFxVW
586,SheriaWells,"Nazareth, PA",North Dakota Activists Submit Measure To Legalize Marijuana In 2020 | Marijuana Moment https://t.co/Q40k7coqT7
587,ripandtide,,"North Dakota Activists Submit Measure To Legalize Marijuana In 2020: North Dakota activists submitted a measure to legalize marijuana for adult use to state officials on Thursday, an organizer confirmed to Marijuana Moment.… https://t.co/iKlvU8PvDo #cannabis #marijuana #CBD https://t.co/nR3SMx8joH"
588,AlertTrade,💵  Pricing Page,Marijuana Moment: North Dakota Activists Submit Measure To Legalize Marijuana In 2020 https://t.co/CVpbGBjQbM via ⟶ https://t.co/VS8RO1bzXJ https://t.co/qFngxOX7Bl
589,MarijuanaMoment,,"North Dakota Activists Submit Measure To Legalize Marijuana In 2020: ""I think the most important thing isn’t what it would do, but what it would stop from happening."" https://t.co/GOvkEsrATz https://t.co/YKoge8KDkd"
590,LegalizeND2020,"Fargo, ND",12/3/2019 Legalize ND Radio Show replay. The show aired today from 11am-12pm on @KRFF95_9 in Fargo. Dave Owen and Jonah Lantto of @thegoodtalk5 discuss marijuana legalization in North Dakota. Please subscribe to our channel  https://t.co/s9nG7fjXOV https://t.co/WfDm8Xv3L8
591,robport,"North Dakota, USA",The @NDYRepublicans have endorsed a proposed constitutional amendment to legalize recreational marijuana in North Dakota. Which is a surprising outcome even given the NDYR demographic. #NDPol https://t.co/pDZKZP5aAU
592,LegalizeND2020,"Fargo, ND","Legalize ND Fundraiser with @GorgatronNodak , El Supremo (members of Egypt), @anomic_band &amp; @Widowdeathmetal at @theaquarium on Black Friday 11/29. All funds support marijuana legalization in North Dakota https://t.co/nfkPIINoIk"
593,LegalizeND2020,"Fargo, ND","Legalize ND is fighting to legalize marijuana in North Dakota and is funded by grassroots donations. The opposition is funded by big industries,  including ND oil companies. Can you chip in $5-10? All donations fund the campaign https://t.co/F7EVNsxmBO"
594,LegalizeND2020,"Fargo, ND","Legalize It Fest 2 will be on Black Friday @theaquarium in Fargo. Lineup is in the works,  but this version of the show will be a metal theme. We will rotate styles going forward. Friday Nov 29th. All proceeds support Marijuana legalization in North Dakota https://t.co/RDbyJUCMIV"
595,FarmersGreat,"Buellton, CA","""The list of states that have legalized marijuana could expand this November. Voters in Michigan and North Dakota will decide whether to allow recreational use, while those in Missouri and Utah will decide on medical use.""

https://t.co/iAkTmLsrJt

#Legalize #Cannabis https://t.co/EIgNHeNR0R"
596,Veronica2twit1,Clarkston WA,"Legalize ND, the grassroots organization that is trying to get an initiative on the November 2020 North Dakota ballot to legalize recreational marijuana. https://t.co/0RKkiQnkku"
597,LegalizeND2020,"Fargo, ND","https://t.co/31NUhMrhG0
Legalize ND Chairman gives updates on the marijuana legalization efforts in North Dakota with @nodakjack on @790KFGO The petition should be ready soon"
598,LegalizeND2020,"Fargo, ND",David Owen from Legalize ND talks with @nodakjack of @790KFGO about the legislative study in North Dakota about the effects of marijuana legalization. https://t.co/npAcPIAWDr
599,LegalizeND2020,"Fargo, ND","To legalize marijuana in North Dakota , visit https://t.co/FHXl9WBn6W We are working on a signature drive so voters can vote on this ballot measue on the 2020 ND Presidential election. https://t.co/iogS404Kfe"
600,LegalizeND2020,"Fargo, ND",Marijuana medical studies are astounding. We need to legalize in North Dakota so the Federal government gets the message to study it. #legalizeit #marijuananews #ndelections #2020Elections #kellyarmstrong #NorthDakota #NDSU https://t.co/bSvtZ6kX3S
601,LegalizeND2020,"Fargo, ND","In the 1930s, new processing equipment made hemp a huge threat to the wood, paper, textile, and plastic industry. It was so big, they outlawed marijuana and hemp. It's time to legalize it via ballot measure on the 2020 election in North Dakota https://t.co/Dwrumx8vDX"
602,Veronica2twit1,Clarkston WA,"Every Sunday, you can find members of the North Dakota Cannabis Caucus out at the several Fargo Parks cleaning up trash. But you’ll also catch them with several petitions, pushing for a state constitutional change to legalize recreational marijuana. https://t.co/ujMIZ8WlaI"
603,LegalizeND2020,"Fargo, ND",Wikileaks says the alcohol industry bribed Congress to spread propaganda on marijuana legalization. It's time to legalize in North Dakota. #WikiLeaks https://t.co/PEwstDmN87
604,voxdotcom,,"Upcoming ballot initiatives could potentially legalize marijuana in Arizona, Florida, and North Dakota. https://t.co/OTAhbIbfvB"
605,LegalizeND2020,"Fargo, ND","Legalize ND Chairman appeared on @790KFGO with @nodakjack to discuss the status of the North Dakota marijuana legalization ballot measure for 2020
https://t.co/qsUe9Iklzj"
606,LegalizeND2020,"Fargo, ND",Colorado's high school graduation rate has increased almost 9% since 2010. A billion in marijuana tax revenue certainly doesn't hurt the cause. We can do the same in North  Dakota. Legalize ND 2020 #reefermadness https://t.co/4vZ7uHLVdH
607,LegalizeND2020,"Fargo, ND",Unemployment in Colorado since marijuana legalization (orange). Notice the 2012 decline? It's at near historic lows. It's time to legalize in North Dakota #reefermadness https://t.co/eMgCASl3nJ
608,facepalbook,@5G•WiFi/facepalbook,#facepalbook #Circa 2016 #update #North_Dakota  #became the #United_States 27 'th  #state to #legalize #medical #marijuana #Circa 2019 #doctors may #prescribe #medical_marijuana for 19 #medical_conditions. #Patients with #ID_card are #allowed 2.5 #ounce per #month #Home_grown(no) https://t.co/YddEE79aC6
609,facepalbook,@5G•WiFi/facepalbook,#facepalbook #Circa 2016 #North_Dakota  #became the #United_States 26 'th  #state to #legalize #medical #marijuana #Circa 2019 #doctors may #prescribe #medical_marijuana for 19 #medical_conditions. #Patients with #ID_card are #allowed 2.5 #ounce per #month #Home #cultivation (no) https://t.co/UHJWIqA7IY
610,MMPconnection,,"David Owen, one of the organizers behind Legalize ND, discusses his group's new proposal to make recreational marijuana legal in North Dakota.
It's a very different proposal, with a lot more restrictions, ...- https://t.co/OdJBkKYaK8 -#weed #marijuana #THC"
611,MMPconnection,,"FARGO, N.D. (AP) – A group that pushed to legalize marijuana in North Dakota last year is back for another try.
Legalize ND expects to submit a new proposed initiative to the secretary of state’s office soon. The g ...- https://t.co/F1sbGwuoGu -#weed #marijuana #THC https://t.co/fnnE1guiNw"
612,anthonysmithh2,,"@KevinSabet @learnaboutsam Next year will be monumental. Arizona, Montana, Florida, North Dakota, New Jersey and possibly Arkansas will all have ballot measures to legalize Marijuana. Not to mention legislation in more than half a dozen other states including NY. Good luck Kev. You're going to need it"
613,MMPconnect,,"David Owen, one of the organizers behind Legalize ND, discusses his group's new proposal to make recreational marijuana legal in North Dakota.
It's a very different proposal, with a lot more restrictions, compared ...- https://t.co/GhonMwv2DG -#weed #cannabis #CBD"
614,ClergyNDP,,A group seeking legalize marijuana in North Dakota has resubmitted its petition for the June 2020 primary ballot: https://t.co/pApluqVCbw via @bistrib
615,MaxGrossfeld,"Baltimore, MD","The new petition to legalize marijuana in North Dakota is ready to go. 

The highlights: 

- No limits on possession
- Must be 21 (medical excluded)
- Up to 12 plants for personal growth
- Can't sell without a permit
- No mention of expunging old charges

Will you sign? https://t.co/mP82aRaWcu"
616,MMPconnect,,"FARGO, N.D. (AP) – A group that pushed to legalize marijuana in North Dakota last year is back for another try.
Legalize ND expects to submit a new proposed initiative to the secretary of state’s office soon. The group’s  ...- https://t.co/goQZXwdEjQ -#weed #cannabis #CBD https://t.co/RKvmaumNMh"
617,MMPconnection,,"David Owen, one of the organizers behind Legalize ND, discusses his group's new proposal to make recreational marijuana legal in North Dakota.
It's a very different proposal, with a lot more restrictions, ...- https://t.co/OdJBkKYaK8 -#weed #marijuana #THC"
618,MMPconnect,,"FARGO, N.D. (AP) – A group that pushed to legalize marijuana in North Dakota last year is back for another try.
Legalize ND expects to submit a new proposed initiative to the secretary of state’s office soon. The group’s  ...- https://t.co/goQZXwdEjQ -#weed #cannabis #CBD https://t.co/ZSkEz3Xtuf"
619,MMPconnect,,"David Owen, one of the organizers behind Legalize ND, discusses his group's new proposal to make recreational marijuana legal in North Dakota.
It's a very different proposal, with a lot more restrictions, compared ...- https://t.co/GhonMwv2DG -#weed #cannabis #CBD"
620,MMPconnect,,"David Owen, one of the organizers behind Legalize ND, discusses his group's new proposal to make recreational marijuana legal in North Dakota.
It's a very different proposal, with a lot more restrictions, compared ...- https://t.co/GhonMwv2DG -#weed #cannabis #CBD"
621,Veronica2twit1,Clarkston WA,"A citizen group resubmitted a proposal seeking to legalize marijuana in North Dakota Friday, July 12. https://t.co/JGs90ENOGn via @willistonherald"
622,GlobalNewsFeeds,Worldwide,"Ballot proposal seeks legal marijuana in North Dakota's constitution … seeking to legalize marijuana in North Dakota Friday, July 12. The proposal … https://t.co/KGXImuH0Rv #politics #breakingnews #news https://t.co/tfVTH6PJtv"
623,Veronica2twit1,Clarkston WA,"The Aloha State is the third to decriminalize marijuana possession this year alongside ​New Mexico​ and ​North Dakota​, while 2019 also saw Illinois ​become the 11th state to legalize weed.  https://t.co/XF3zsxSa9t"
624,MarijuanaNews,"Boston, MA",A group that pushed to legalize marijuana in North Dakota last year is back for another try. https://t.co/a2KoZHvldo
625,Y94Official,"Fargo, North Dakota",North Dakota group unveils new initiative to legalize marijuana https://t.co/jZ8THk1Y7t
626,MMPconnect,,"David Owen, one of the organizers behind Legalize ND, discusses his group's new proposal to make recreational marijuana legal in North Dakota.
It's a very different proposal, with a lot more restrictions, compared ...- https://t.co/GhonMwv2DG -#weed #cannabis #CBD"
627,MMPconnection,,"David Owen, one of the organizers behind Legalize ND, discusses his group's new proposal to make recreational marijuana legal in North Dakota.
It's a very different proposal, with a lot more restrictions, ...- https://t.co/OdJBkKYaK8 -#weed #marijuana #THC"
628,robport,"North Dakota, USA",Ep. 100: The new effort to legalize marijuana in North Dakota https://t.co/2gXHXwPfM2
629,420Cyber,Las Vegas San Francisco London,North Dakota group unveils new initiative to legalize marijuana - KFGO News https://t.co/0wc3frXCD6 https://t.co/zbuGhi7oIT
630,y94playhouse,"Fargo, ND","North Dakota group unveils new initiative to legalize marijuana
https://t.co/DLwx1Ol01C"
631,DaggaMagazine,South Africa,North Dakota Group unveils new initiative to legalize marijuana https://t.co/qEjWiC8a77
632,JimKVRR,"Fargo, N.D.",A group that pushed to legalize marijuana in North Dakota last year is back for another try. https://t.co/j215pdNjA2
633,MMPconnect,,"FARGO, N.D. (AP) – A group that pushed to legalize marijuana in North Dakota last year is back for another try.
Legalize ND expects to submit a new proposed initiative to the secretary of state’s office soon. The group’s  ...- https://t.co/goQZXwdEjQ -#weed #cannabis #CBD https://t.co/0Libl3HNaY"
634,MMPconnection,,"FARGO, N.D. (AP) – A group that pushed to legalize marijuana in North Dakota last year is back for another try.
Legalize ND expects to submit a new proposed initiative to the secretary of state’s office soon. The g ...- https://t.co/F1sbGwuoGu -#weed #marijuana #THC https://t.co/bik1SoQZgJ"
635,DocGreenhaze1,Arizona,"The Fight for Measure 3 Is Heating up in North Dakota

With less than three weeks until Election Day, efforts to pass Measure 3, which would legalize marijuana for adults in North Dakota, are ramping up. While… https://t.co/gSA267rF9U"
636,LegalizeND2020,"Fargo, ND","Raise money for 2020 Marijuana Legalization efforts in North Dakota by supporting Legalize It Fest, July 1-2 @theaquarium . 9 great bands like   @TheKnottiesBand @baltic2boardND @PalienVasion @breeztheartist @Dizzy_Greatest Mr Meaner, The Stove Pipes,  Mikey D, Seriously Hot Shit https://t.co/s1zvTX41R3"
637,theblindjoe,Wherever the music takes me.,"Illinois becomes 11 state to legalize recreational marijuana! Well Minnesota/North Dakota, WTF ya waitin for?🤠  https://t.co/0jids617Lv"
638,MMPconnection,,"BISMARCK — A group seeking to legalize recreational marijuana in North Dakota through the ballot box plans to withdraw a petition submitted to state election officials in favor of a rewritten proposal, the sponsoring c ...- https://t.co/MrpYsjvXH1 -#weed #marijuana #THC"
639,KFYRTV,"Bismarck, North Dakota",Voters may get another chance to legalize marijuana in North Dakota. https://t.co/8k5GgPBkSD
640,MinorityHealthN,,"North Dakota quietly decriminalized marijuana
The state is the 25th to decriminalize or legalize weed. https://t.co/cToJKpS8Iz"
641,CrabDiving,"Pensacola, FL, USA","Dear North Dakota politicians: #Legalize it for real, you money grubbers!

""Under legalization, civil and criminal penalties for #marijuana possession are removed, and sales are typically allowed.""

#weed 

https://t.co/07AMCSvXl7"
642,Shuaibabduh,Nigeria,North Dakota quietly decriminalized marijuana - The state is the 25th to decriminalize or legalize weed. #politics https://t.co/l8hUGm07iu https://t.co/J3xF1e4fJX
643,Fins4E,To break me off some pp link,"North Dakota quietly decriminalized marijuana - The state is the 25th to decriminalize or legalize weed.
https://t.co/6Wpn8pbEpI"
644,ChicagoPhotoSho,"Chicago, IL","North Dakota quietly decriminalized marijuana
The state is the 25th to decriminalize or legalize weed. https://t.co/aVOYnlHJfY via @voxdotcom"
645,falconoticias,,North Dakota quietly decriminalized marijuana - The state is the 25th to decriminalize or legalize weed. via /r/politics https://t.co/mbNCn3CA4c
646,canntilever,"Austin, TX","North Dakota quietly decriminalized marijuana

The state is the 25th to decriminalize or legalize weed. https://t.co/6UE3M8coSO"
647,redsox09,"Clovis, CA",North Dakota quietly decriminalized marijuana - The state is the 25th to decriminalize or legalize weed. https://t.co/r820dRqDAB
648,OccupyTheBronx,"Bronx, New York","North Dakota quietly decriminalized marijuana

The state is the 25th to decriminalize or legalize weed. https://t.co/ngoX1ffaFa https://t.co/Tx3eKmkhFm"
649,OccupyTheBronx,"Bronx, New York","North Dakota quietly decriminalized marijuana

The state is the 25th to decriminalize or legalize weed. https://t.co/CK0PhCMMjh"
650,johncryan,"Washington, D.C.",North Dakota quietly decriminalized marijuana. The state is the 25th to decriminalize or legalize weed. https://t.co/lo47EzcpyG via @voxdotcom
651,ThorntoClowns,East & West Coast to 3rd Coast,Too bad the citizens of @Tennessee have a gov't that is ass backwards. The war is lost. Legalize! Nationwide. North Dakota quietly decriminalized marijuana https://t.co/8JOqYOg4hx
652,billm9,Singapore,North Dakota quietly decriminalized marijuana - The state is the 25th to decriminalize or legalize weed. https://t.co/fIYtPQGad8
653,halfomill,Wilderness of North America ,North Dakota quietly decriminalized marijuana. -Legalize and I'll advertise - Keith Murray https://t.co/S9gvDGdpAN
654,goodtr0uble,,"North Dakota quietly decriminalized marijuana 

The state is the 25th to decriminalize or legalize weed. https://t.co/p1Fwhgruvg"
655,FlappyBirdNovel,Earth,"North Dakota quietly decriminalized marijuana The state is the 25th to decriminalize or legalize weed.
https://t.co/PchOI4M4Uq"
656,WallBayHoweSt,"British Columbia, Canada","North Dakota quietly decriminalized marijuana 
The state is the 25th to decriminalize or legalize weed.
https://t.co/XGu4tQuKd1"
657,MimmerApp,"Atlanta, GA",North Dakota quietly decriminalized marijuana - The state is the 25th to decriminalize or legalize weed. https://t.co/0g8TQ43w2B #Mimmer #Politics
658,rogue_corq,Up in ur timeline,North Dakota quietly decriminalized marijuana - The state is the 25th to decriminalize or legalize weed. https://t.co/2Fw9oPHc85
659,hatcher_craig,"Michigan, USA","@ecpg23 @MSNBC I didn't know Alaska, Arizona, Arkansas, Louisiana,  Missouri,  Montana,  New Mexico, North Dakota, Ohio,  Oklahoma,  Oregon, and Utah were liberal states.   They all voted to legalize Marijuana.  Repubs are in trouble if that's the case liberals are going take over everything."
660,SenateUpdates,,"Sen.Cramer was responding to a question about legalizing marijuana, expressing a personal that North Dakota shouldn’t legalize marijuana, but he also said he supported states making their own choices when it comes to marijuana specifically. https://t.co/ifqqEz8X13"
661,POVnow,,Is 2020 the year that North Dakota will Legalize Recreational Marijuana? Can David Owen Chairman of @LegalizeND take what he learned in 2016 and create a passable initiated measure? --Producer Josh https://t.co/f3NfLOY86E
662,blackhillshold,"Duncan, AZ","Are States playing catch up to each other?? 
North Dakota Senate moves bill forward that might ease access to medical marijuana
&gt;&gt;&gt; https://t.co/GeDQ02EHra
🌱🤔
#Legalize #cannabisismedicine #cbdlife https://t.co/1ozPGHqJU8"
663,weedworthy,Colorado,"Medical marijuana makes its North Dakota debut in Fargo - Cannabis News: North Dakota's first medical marijuana dispensary opens for business Friday in a Fargo mini-mall, two years after voters took matters into their own hands to legalize the drug f.. https://t.co/BMpRR0uOxj"
664,crackerjackhole,USA,"@GovMLG In a tweet to you a few days ago I suggested you back a state bank like the one in North Dakota... then legalize recreational marijuana so that they can then open bank accounts. Take advantage of eh windfall that would come.

https://t.co/BJUjlMu8eT"
665,crackerjackhole,USA,"@GovMLG Some suggestions.

The trouble with other states' legalized marijuana is that these businesses cannot bank profit.

1. Legalize MJ
2. Create State Bank

Seek support for forming the NM State Bank from North Dakota. Here's why:

https://t.co/FatO2wpOa7"
666,KFYRTV,"Bismarck, North Dakota",It's been more than two years since North Dakota voted to legalize medical marijuana and now Williston is a couple months away from seeing its implementation. https://t.co/5PWTeXr5ny
667,HealthyTeo,Washington DC,"https://t.co/ReJtuVBysg
IF NORTH Dakota residents vote to next month to legalize recreational marijuana, women in the state could be able to purchase an unusual item that’s said to relieve menstrual-related pain – cannabis-infused inserts."
668,60sfolks,,"We need to legalize marijuana, not merely decriminalize it | News, Sports, Jobs  Minot Daily News Last year a ballot measure to legalize marijuana in North Dakota failed at the ballot box. Despite this outcome, many of our s... https://t.co/jjWaTXffV8 via @60sfolks #60s #boomers https://t.co/6tHwYAruta"
669,kenpedraza,Fort Lauderdale,"These States Are Most Likely To Legalize Marijuana In 2019

Looking ahead to 2020, states like Arizona, Florida, Ohio and North Dakota could consider... https://t.co/33JlffYxXs"
670,Veronica2twit1,Clarkston WA,"This week, New Jersey lawmakers voted to advance legislation that would legalize and regulate adult-use cannabis. Elsewhere, North Dakota and North Carolina introduced bills to decriminalize the possession of small amounts of marijuana.🌱🖤 https://t.co/P4QUYMSxS6"
671,GVoiles,"Nashville, TN","""I’m definitely voting yes on this ballot measure to legalize marijuana in North Dakota, but I’m not sure about approving a tax hike for this bridge in Mississippi."" https://t.co/y3jVtgfmbO"
672,CBTmag,,"After an effort to legalize recreational marijuana failed at the ballot box, a North Dakota lawmaker has plans to introduce a marijuana decriminalization bill. https://t.co/bNEPqoejVj https://t.co/7ZmQSxTJPB"
673,DPitar2,The distant land of Michigan,"To to be honest, I think for North Dakota, it would be better to legalize marijuana first for medicinal purposes before thinking about legalizing it recreationally.
https://t.co/zWt1BfSH7Q"
674,WeedMafiaClub,🇺🇸,"Legalize ND leader David Owen said they are “100 percent” going to try again in 2020 to pass a recreational marijuana bill in North Dakota.
Recreational marijuana supporters to give it another shot in... #cannabis #news https://t.co/6jsnYAhyd5"
675,jbjulestx,In or out of Rehab,"#drugs #badbehavior Marijuana decriminalization bill in the works after legalization effort fails: After an effort to legalize recreational marijuana failed at the ballot box, a North Dakota lawmaker said this week she plans to int https://t.co/Ek1AR49hfz https://t.co/Z40uABLUgo"
676,into_rehab,Houston TX,"#drugs #badbehavior Marijuana decriminalization bill in the works after legalization effort fails: After an effort to legalize recreational marijuana failed at the ballot box, a North Dakota lawmaker said this week she plans to int https://t.co/AICYh5Y4jA https://t.co/OFBZu5MrgY"
677,simplemandude,,"Supporters say they are likely to field measures in states like Ohio and Arizona in 2020, and potentially in Florida and North Dakota. They say plans are underway for initiatives to legalize medical marijuana in Mississippi, Nebraska and South Dakota

https://t.co/WEc1F8l5TD"
678,byMikeDavis,Central Jersey is real. ,ICYMI: Michigan voted to legalize marijuana. North Dakota did not. What's this all mean for New Jersey? And when the hell are they gonna vote to legalize weed? https://t.co/VfxXYBicwT
679,NCSLorg,"Denver, CO | Washington, DC","On #ElectionDay, Michigan became the 1st Midwestern state to pass recreational marijuana, while North Dakota declined to legalize.

Full Blog: https://t.co/250fi0gfcM #NCSLelections #ElectionResults2018 https://t.co/LB2Rk5fIhR"
680,OccHealthSafety,"Dallas, Texas","Voters in three states passed marijuana ballot measures on Nov. 6, with only North Dakota's Measure 3 to legalize recreational use by adults falling short.
https://t.co/hGkSoqK7xW"
681,austinkalar01,"Roseau, MN",Watch Minnesota legalize marijuana before North Dakota#ICalledIt
682,WeedMafiaClub,🇺🇸,"North Dakota voters rejected a measure to fully legalize marijuana on Tuesday.
With 100 percent of precincts reporting, the initiative, Measure 3, was rejected 41-59 percent. #cannabis #marijuana #CannabisCommunity #cannabisculture #cannabisnews #news 

https://t.co/36Tc7fGZA4"
683,mumblueprint,California via Luton England,"Michigan, North Dakota Could Legalize Recreational Marijuana 💚 https://t.co/xKAKZvajbd"
684,drocktrot,"Brooklyn, NY (Bed-Stuy)","Michigan, North Dakota Could Legalize Recreational Marijuana https://t.co/nl24t5zsNl"
685,theOANP,Oregon,"If North Dakota residents vote to next month to legalize recreational marijuana, women in the state could be able to purchase an unusual item that's said relieve menstrual-related pain: cannabis-infused inserts. https://t.co/QSeGcH73L1 https://t.co/SirjFgBs1X"
686,jmhamiltonblog,🇨🇦🇺🇸🏳️‍🌈,"Marijuana initiatives appeared on ballots in four states in the midterm elections. In Michigan and North Dakota, initiatives gave voters the opportunity to legalize marijuana for recreational use. In Missouri and ..."
687,5wa,"St Petersburg, FL","Michigan, North Dakota Could Legalize Recreational Marijuana https://t.co/bUKXjdfpUx"
688,OrleansCaRaised,Somewhere USA 🇺🇸 ,"Michigan &amp; North Dakota Could Legalize Recreational Marijuana
https://t.co/zxyi9xytF3"
689,buddy_dek,"New York, N.Y.",Michigan &amp; North Dakota Could Legalize Recreational Marijuana https://t.co/eLqDA21hZj
690,DTradingAcademy,Worldwide,"Efforts to legalize recreational marijuana saw mixed results in U.S. Voters in North Dakota blocked a proposal to permit it,Michigan became the 10th U.S. state to legalize recreational pot use."
