,username,location,text
465,CannabisBizNews,United States,Poll: 60%25 of Arkansas wants to legalize recreational marijuana - YouTube https://t.co/6LM22f1Uoc #cannabis
466,MMPconnect,,"#cannabis #marijuana #thc #cannabiscommunity Poll: Support grows for recreational marijuana; majority favors change to abortion law 
   Arkansas voters support a ballot initiative by a 2-to-1 margin to legalize recreational marijuana, and, by a slim https://t.co/S8tVBbdYXy https://t.co/Q48guBgK42"
467,DaggaMagazine,South Africa,Opponents of proposed Arkansas amendment that would legalize recreational marijuana … https://t.co/9TAk0Iof1g
468,MMPconnect,,"#cannabis #marijuana #thc #cannabiscommunity Poll: Support grows for recreational marijuana; majority favors change to abortion law 
   Arkansas voters support a ballot initiative by a 2-to-1 margin to legalize recreational marijuana, and, by a slim https://t.co/S8tVBbdYXy https://t.co/kc3yC0NxX7"
469,MMPconnection,,"#cannabiscommunity #marijuana #cannabis Second group files to intervene in Arkansas recreational marijuana case 

A second ballot question committee opposed to a proposed constitutional amendment that would legalize recreational marijuana has filed a https://t.co/iwlBkqCRr3 https://t.co/lYlLIQyLpS"
470,MrCostaJoao,Lissabon,Opponents of proposed Arkansas amendment that would legalize recreational marijuana raise $1.8M in August - Northwest Arkansas Democrat-Gazette https://t.co/h4wuisF4JP
471,MrCostaJoao,Lissabon,Opponents of proposed Arkansas amendment that would legalize recreational marijuana raise $1.8M in August - Northwest Arkansas Democrat-Gazette https://t.co/IhAFJH2cU2
472,DaggaMagazine,South Africa,Poll: 60% of Arkansas wants to legalize recreational marijuana – YouTube https://t.co/z1YE6lmdum
473,MMPconnect,,"#cannabis #marijuana #thc #cannabiscommunity Second group files to intervene in Arkansas recreational marijuana case 

A second ballot question committee opposed to a proposed constitutional amendment that would legalize recreational marijuana has filed a https://t.co/AdIQnUItw7 https://t.co/3RzIKhup48"
474,MMPconnect,,"#cannabis #marijuana #thc #cannabiscommunity Arkansas Supreme Court allows intervention from opponents of amendment to legalize recreational marijuana …  allow the legalization of recreational marijuana in Arkansas has been allowed …
Original Author https://t.co/dajpiJCkcy https://t.co/63mrknotyV"
475,MMPconnection,,"#cannabiscommunity #marijuana #cannabis Group supporting Arkansas recreational marijuana initiative contends it’s exceeded state’s standards 

A group proposing a referendum to legalize recreational marijuana argues in a recently filed Arkansas https://t.co/V7HwIG607L https://t.co/qPO8sbYxPA"
476,oregonrooted,"Oregon, USA","This November, I’m voting NO on Issue 4 to legalize recreational marijuana in Arkansas &amp; I hope you’ll join me. https://t.co/tb5BOuNEFn"
477,MMPconnect,,"#cannabis #marijuana #thc #cannabiscommunity Group supporting Arkansas recreational marijuana initiative contends it’s exceeded state’s standards 

A group proposing a referendum to legalize recreational marijuana argues in a recently filed Arkansas https://t.co/PZAFnTaZsi https://t.co/STNyImK7jH"
478,NWABJ,"Springdale, Arkansas","Arkansas voters support a ballot initiative by a 2-to-1 margin to legalize recreational marijuana, and, by a slim margin, they want to see changes made to the state’s abortion law.
#nwabj #nwark 
https://t.co/cN46PgTrbD"
479,MJBizDaily,Denver CO,"NEW: A November ballot initiative in #Arkansas to legalize adult-use #marijuana hit a roadblock when the secretary of state ruled the measure invalid.

https://t.co/50EZQI4MCR"
480,ar_elections,"Arkansas, USA","🚨New Arkansas Polls🚨
@TBArkansas/@hendrixcollege poll finds over 50% support Issue 4, which would legalize recreational marijuana in Arkansas. They also find that a majority of Arkansans support increasing access to abortion in the state. 

Poll: 
https://t.co/bNFx0TpyU9 https://t.co/zzyGO8c8Yl"
481,TBArkansas,"Little Rock, Arkansas","Arkansas voters support a ballot initiative by a 2-to-1 margin to legalize recreational marijuana, and, by a slim margin, they want to see changes made to the state’s abortion law.

The latest Talk...
https://t.co/NtgiPybpar"
482,dshameer,"Little Rock, AR",Arkansas Secretary of State: The initiative to legalize recreational marijuana is off the ballot — for now. But that's not going to be the last word. https://t.co/xEvwB2AanW
483,nwademgaz,Northwest Arkansas,"The Arkansas secretary of state has declared a proposed ballot measure that would legalize recreational marijuana as insufficient for inclusion on the November general election ballot, but court proceedings are expected to continue. https://t.co/kH9jgobIvB"
484,FamilyCouncil,"Little Rock, AR","Last week Governor Asa Hutchinson, former Governor Mike Huckabee, Lt. Governor Tim Griffin, and U.S. Senator Tom Cotton issued statements opposing Issue 4, a proposed constitutional amendment that would legalize marijuana in Arkansas. https://t.co/mj2EoyTKYb #arpx #arnews #arleg https://t.co/aLwuHfqXWw"
485,dshameer,"Little Rock, AR",A proposal to legalize recreational marijuana in Arkansas remains off the November ballot — for now. Here's the latest. https://t.co/8bFiroTQON #ARnews
486,KATVNews,"Little Rock, Ark.",The @ARSecofState declared the proposed ballot measure seeking to legalize the use of recreational marijuana in #Arkansas insufficient. https://t.co/PWrYhkBl7k | #arnews #arpx https://t.co/DXjk3tJnMi
487,Steve55Simpson,"Little Rock, AR","The Arkansas secretary of state has officially declared a proposed ballot measure that would legalize recreational marijuana as insufficient for inclusion on the November general election ballot, but officials say court proceedings are expected to continue
https://t.co/7qCMsrMEgt"
488,MMPconnection,,"#cannabiscommunity #marijuana #cannabis Arkansas Supreme Court allows intervention from opponents of amendment to legalize recreational marijuana …  allow the legalization of recreational marijuana in Arkansas has been allowed …
Original Author Link https://t.co/BLT9aYUHkh https://t.co/gk445dqJPv"
489,nwademgaz,Northwest Arkansas,The Arkansas Supreme Court has ordered that the secretary of state clarify the number of petitions received for the proposed constitutional amendment that would legalize recreational marijuana as the court considers whether to allow the amendment to remain https://t.co/7Oh5MD9YyU
490,Athens4Cannabis,"Athens,Ga",arkansas-governor-voting-no-on-issue-4-to-legalize-recreational-marijuana ⁦@Athens4Cannabis⁩ #love #amazing #beautiful #lifestyle #motivation #business #work #entrepreneur #peace #money #liberty #freedom #mom #entrepreneurship #growth #doctor #dad  https://t.co/bMGvLigI2D
491,FamilyCouncil,"Little Rock, AR","Last week Governor Asa Hutchinson, former Governor Mike Huckabee, Lt. Governor Tim Griffin, and U.S. Senator Tom Cotton issued statements opposing Issue 4, a proposed constitutional amendment that would legalize marijuana in Arkansas. https://t.co/mj2EoyTd8D #arpx #arnews #arleg https://t.co/XkpJi1QFAp"
492,oregonrooted,"Oregon, USA","This November, I’m voting NO on Issue 4 to legalize recreational marijuana in Arkansas &amp; I hope you’ll join me. https://t.co/I5nOW5ejrQ"
493,hollydwhittaker,"York County, Pennsylvania, USA",#Arkansas governor voting NO on Issue 4 to legalize recreational #marijuana https://t.co/OgV93DnBWT
494,sandypriester,Gulf Coast,Arkansas governor voting NO on Issue 4 to legalize recreational marijuana - KATV https://t.co/7cZyc5m1SY via @GoogleNews
495,CannabisBizNews,United States,Arkansas governor voting NO on Issue 4 to legalize recreational marijuana | KATV https://t.co/4qpWDUIX0x #cannabis
496,MMPconnection,,"#cannabiscommunity #marijuana #cannabis Group supporting Arkansas recreational marijuana initiative contends it’s exceeded state’s standards 

A group proposing a referendum to legalize recreational marijuana argues in a recently filed Arkansas https://t.co/V7HwIG5sid https://t.co/MaZgDkGUF9"
497,MMPconnect,,"#cannabis #marijuana #thc #cannabiscommunity Group supporting Arkansas recreational marijuana initiative contends it’s exceeded state’s standards 

A group proposing a referendum to legalize recreational marijuana argues in a recently filed Arkansas https://t.co/PZAFnTaZsi https://t.co/Y0zRc5GPaN"
498,MMPconnect,,"#cannabis #marijuana #thc #cannabiscommunity Second group files to intervene in Arkansas recreational marijuana case 

A second ballot question committee opposed to a proposed constitutional amendment that would legalize recreational marijuana has filed a https://t.co/AdIQnUItw7 https://t.co/m8NjEQ44p9"
499,CannabisBizNews,United States,Arkansas governor voting NO on Issue 4 to legalize recreational marijuana | KATV https://t.co/4qpWDUIX0x #cannabis
500,twt2718,"Nowhere Special, Arkansas, USA","@BadrobotLinda Arkansas politicians are scared to death the voters will vote to legalize recreational marijuana. AR voters can get an issue on the ballot with~ 70,000 voter signatures. #GQP politicians want to ensure that voter initiatives never pass again."
501,DaggaMagazine,South Africa,Arkansas governor voting NO on Issue 4 to legalize recreational marijuana – KATV https://t.co/6F3106EvmG
502,MMPconnection,,"#cannabiscommunity #marijuana #cannabis Second group files to intervene in Arkansas recreational marijuana case 

A second ballot question committee opposed to a proposed constitutional amendment that would legalize recreational marijuana has filed a https://t.co/iwlBkqDpgB https://t.co/ppywfQppWT"
503,MrCostaJoao,Lissabon,Arkansas governor voting NO on Issue 4 to legalize recreational marijuana - KATV https://t.co/4162y9iUx9
504,grant4arkansas,"Little Rock, AR",@AsaHutchinson Why am I not surprised? We deserve better Arkansas. Vote Chris @JonesForAR governor! It’s way past time to legalize marijuana.
505,grant4arkansas,"Little Rock, AR",Why am I not surprised? We deserve better Arkansas. Vote Chris @JonesForAR governor! It’s way past time to legalize marijuana. https://t.co/Ck8BSW3sZP
506,AsaHutchinson,Arkansas,"The science is clear. Recreational marijuana leads to increased drug use among minors &amp; more dangerous roadways. This November, I’m voting NO on Issue 4 to legalize recreational marijuana in Arkansas &amp; I hope you’ll join me. For more information, visit https://t.co/U2PqKBYkkL"
507,MMPconnect,,"#cannabis #marijuana #thc #cannabiscommunity Arkansas Supreme Court allows intervention from opponents of amendment to legalize recreational marijuana …  allow the legalization of recreational marijuana in Arkansas has been allowed …
Original Author https://t.co/dajpiJCkcy https://t.co/FrTsvZQhIc"
508,MMPconnection,,"#cannabiscommunity #marijuana #cannabis Arkansas Supreme Court allows intervention from opponents of amendment to legalize recreational marijuana …  allow the legalization of recreational marijuana in Arkansas has been allowed …
Original Author Link https://t.co/BLT9aYUHkh https://t.co/6VhabjsCfc"
509,reason,"Washington, DC and Los Angeles","Arkansas elections officials say a ballot measure to legalize marijuana is ""misleading."" https://t.co/ZMqJLqGyTl https://t.co/Vdxn1BEzJD"
510,usatodayDC,"Washington, D.C.","Multiple states have ballot questions on decriminalizing marijuana and certain psychedelics. At least five states — Arkansas, Maryland, Missouri, North Dakota and South Dakota — are looking to legalize marijuana for residents 21 and older. https://t.co/QM8PR5MVbu"
511,Deschedule420,South Florida,"Legalizing #marijuana will be up for voters to decided in at least 5 states this year.

Arkansas, Maryland, Missouri, North Dakota &amp; South Dakota are looking to legalize #cannabis for those 21 or older.

The initiatives in some of these states go further.
https://t.co/JKSC5yRbDK"
512,nwademgaz,Northwest Arkansas,A group proposing a referendum to legalize recreational marijuana argues in a recently filed Arkansas Supreme Court reply that it not only met but exceeded state requirements when informing voters about amendments in a proposed referendum. https://t.co/y3FoCeaB0Z
513,fox43,"York, PA","Hundreds of thousands of people signed petitions this year backing proposed ballot initiatives to expand voting access, ensure abortion rights and legalize recreational marijuana in Arizona, Arkansas and Michigan. https://t.co/FeeznCQCpx"
514,KREX5_Fox4,"GRAND JUNCTION, Colo.","IN OTHER NEWS — Hundreds of thousands of people signed petitions this year backing proposed ballot initiatives to expand voting access, ensure abortion rights and legalize recreational marijuana in Arizona, Arkansas, and Michigan. Yet voters might [...] https://t.co/iGmZqGyZDC"
515,atpcliff,Our Earth,"Hundreds of thousands of people signed petitions this year backing proposed ballot initiatives to expand voting access, ensure abortion rights and legalize recreational marijuana in Arizona, Arkansas and Michigan.

https://t.co/hl3p9KJSYj"
516,DTPORGE,"Brightwaters, NY","""Hundreds of thousands of people signed petitions this year backing proposed ballot initiatives to expand voting access, ensure abortion rights and legalize recreational marijuana in Arizona, Arkansas and Michigan."""
517,KATVNews,"Little Rock, Ark.","Thousands of people signed petitions this year backing proposed ballot initiatives to expand voting access, ensure abortion rights and legalize recreational marijuana in #Arizona, #Arkansas and #Michigan. Yet voters might not get a say. https://t.co/wO5Fj2t0kW | #arnews #arpx https://t.co/QSfk1zltNJ"
518,milou1st,"Mae Nam, Koh Samui,Thailand","RT @gemluvr257: ""Hundreds of thousands of people signed petitions this year backing proposed ballot initiatives to expand voting access, ensure abortion rights and legalize recreational marijuana in Arizona, Arkansas and Michigan,"" the Associated Press reported. ""Yet voters …"
519,gemluvr257,"Washington, USA","""Hundreds of thousands of people signed petitions this year backing proposed ballot initiatives to expand voting access, ensure abortion rights and legalize recreational marijuana in Arizona, Arkansas and Michigan,"" the Associated Press reported. ""Yet voters might not"
520,ani79777,,"GOP are not listening to their CONSTITUENTS. Hundreds of thousands of people signed petitions this year backing proposed ballot initiatives to expand voting access, ensure abortion rights, legalize recreational marijuana in Arizona, Arkansas, Michigan,"" Associated Press reported. https://t.co/rHFLQsrSwU"
521,PoliticsAlert,Beaches and Forests O' Hawai'i,"Hundreds of thousands of People Signed Petitions for Proposed Ballot Initiatives to Expand Voting Access, Ensure Abortion Rights and Legalize Recreational Marijuana in Arizona, Arkansas and Michigan.

Republican Officials or Judges Blocked the Proposals.
https://t.co/Qonw0qvP8m"
522,ClaudineR66,"San Diego, CA","""Hundreds of thousands of people signed petitions this year backing proposed ballot initiatives to expand voting access, ensure abortion rights and legalize recreational marijuana in Arizona, Arkansas and Michigan,"" the Associated Press reported.👇"
523,Veronica2twit1,Clarkston WA,"Hundreds of thousands of people signed petitions this year backing proposed ballot initiatives to expand voting access, ensure abortion rights and legalize recreational marijuana in Arizona, Arkansas and Michigan. https://t.co/GE7v7P39E5"
524,seawitchiness,USA,"@CortesSteve ""Hundreds of thousands of people signed petitions this year backing proposed ballot initiatives to expand voting access, ensure abortion rights and legalize recreational marijuana in Arizona, Arkansas and Michigan. Yet voters might not get a say because Republican officials..."""
525,Pray4Peace5,,"MAGA GOP blocking citizen-led ballot initiatives.  Hundreds of thousands of people signed petitions backing proposed ballot initiatives to expand voting access, ensure abortion rights and legalize recreational marijuana in Arizona, Arkansas and Michigan. https://t.co/BSmoiDF1FR"
526,Az05Citizen,,"@KariLake Part 1
Hundreds of thousands of people signed petitions this year backing proposed ballot initiatives to expand voting access, ensure abortion rights and legalize recreational marijuana in Arizona, Arkansas and Michigan."
527,MMPconnect,,"#cannabis #marijuana #weed #cannabiscommunity Second group files to intervene in Arkansas recreational marijuana case 

A second ballot question committee opposed to a proposed constitutional amendment that would legalize recreational marijuana has filed https://t.co/AdIQnUItw7 https://t.co/LWX5BgyBRW"
528,HunterCField,"Little Rock, AR","The group sponsoring an amendment to legalize recreational marijuana in Arkansas has filed a reply at the Supreme Court. It argues hemp concerns are unfounded, irrelevant #arpx https://t.co/QTfauDOCVs"
529,Law360,New York,Cannabis legalization advocates asked the Arkansas Supreme Court to overrule state election officials' decision to reject a ballot initiative that would amend the state's Constitution to legalize recreational marijuana. https://t.co/5Ur46wvy2c
530,MMPconnection,,"#cannabiscommunity #marijuana #cannabis Arkansas Supreme Court allows intervention from opponents of amendment to legalize recreational marijuana …  allow the legalization of recreational marijuana in Arkansas has been allowed …
Original Author Link https://t.co/BLT9aYUHkh https://t.co/lpQfaAoB2g"
531,StormyVNV,Texas,"Arkansas Marijuana Campaign “Our brave men and women in law enforcement deserve our support. You can vote to support our law enforcement by voting for Issue 4 this election""  https://t.co/kzmw8NHE8u #VeteransForCannabis #Vote #Legalize #Cannabis #LawEnforcement #Leisure #Medical"
532,StormyVNV,Texas,"Arkansas Marijuana Campaign Says A Vote For Legalization At The Ballot Is A Vote 'To Support Our Police,' In New Ad - Marijuana Moment https://t.co/kzmw8NHE8u #LawEnforcement #Vote #Legalize #Cannabis #VeteransForCannabis #Leisure #Medical #EndWAROnDrugs #OpStopSuicide"
533,420growlife,"Riverside, CA","#420domme #420friently #KahliBuds #420GrowLife

A vote to legalize marijuana in Arkansas is a “vote to support our police,” according to a new ad from a campaign seeking to promote its cannabis initiative that will appear on the November ballot.

The measure from Responsible…"
534,420growlife,"Riverside, CA","#420friendly #weedlover #thc #KahliBuds #420GrowLife

A vote to legalize marijuana in Arkansas is a “vote to support our police,” according to a new ad from a campaign seeking to promote its cannabis initiative that will appear on the November ballot.

T… https://t.co/pRNqw2CbMZ"
535,dreamgbutterfly,"33.3914° N, 89.2847° W 🦋⚖️🏹","Respect the vote! A measure to legalize recreational marijuana in Arkansas will be on the November ballot conditionally, the state supreme court ordered on Aug. 10. @Arkansasgov @5NEWS @CivilRights #USSupremeCt @CrzyWx🪶 @dreamgbutterfly🦋⚖️🏹 https://t.co/JbVChra9r7 https://t.co/N4TQcj4MSh"
536,ArkAdvocate,"Little Rock, Arkansas",Opponents to the ballot measure to legalize recreational marijuana in Arkansas have raised new questions at the Supreme Court about the proposal's impact on the hemp industry #arpx #arnews https://t.co/Ex12Ld3oMK
537,MMPconnection,,"#cannabiscommunity #marijuana #cannabis Second group files to intervene in Arkansas recreational marijuana case 

A second ballot question committee opposed to a proposed constitutional amendment that would legalize recreational marijuana has filed a https://t.co/iwlBkqCRr3 https://t.co/KhTiQgeVkh"
538,nwademgaz,Northwest Arkansas,The Arkansas attorney general's office argued in a brief it filed Tuesday that the State Board of Election Commissioners made the right call in kicking a proposed referendum to legalize recreational marijuana off the November ballot. https://t.co/UadGD6AR4T
539,MMPconnect,,"#cannabis #marijuana #weed #cannabiscommunity Arkansas Supreme Court allows intervention from opponents of amendment to legalize recreational marijuana …  allow the legalization of recreational marijuana in Arkansas has been allowed …
Original Author https://t.co/dajpiJCkcy https://t.co/EAav95rxLy"
540,HunterCField,"Little Rock, AR",Opponents of the proposal to legalize recreational marijuana in Arkansas filed their briefs with the Supreme Court today. They raised an interesting question that I’ve been asking law profs and others for weeks. What about hemp? https://t.co/1BN8cuEHQG
541,plainjan2,"California, USA","“Using ballot initiatives, Arkansas voters have in the last decade increased the state’s minimum wage twice and legalized medical marijuana (the first Southern state to do so). This November, meanwhile, voters can decide whether to legalize marijuana for recreational use,…”
/1 https://t.co/SsRq4KH6Re"
542,MMPconnect,,"#cannabis #marijuana #weed #cannabiscommunity Arkansas Supreme Court allows intervention from opponents of amendment to legalize recreational marijuana …  allow the legalization of recreational marijuana in Arkansas has been allowed …
Original Author https://t.co/dajpiJCkcy https://t.co/ZGcu61Ezt4"
543,MMPconnection,,"#cannabiscommunity #marijuana #cannabis Arkansas Supreme Court allows intervention from opponents of amendment to legalize recreational marijuana …  allow the legalization of recreational marijuana in Arkansas has been allowed …
Original Author Link https://t.co/BLT9aYUHkh https://t.co/ThHxYzqDt3"
544,MMPconnect,,"#cannabis #marijuana #weed #cannabiscommunity Second group files to intervene in Arkansas recreational marijuana case 

A second ballot question committee opposed to a proposed constitutional amendment that would legalize recreational marijuana has filed https://t.co/AdIQnUItw7 https://t.co/qzL0rZBMPg"
545,HooperJasmine00,she/her,"Arkansas, Maryland, Missouri, North Dakota and Oklahoma

This might bring some relief to the outrage.

These States Could Legalize Marijuana Soon https://t.co/3QVXIoZ84s"
546,SilasSilvanis,,"@ninaturner 62% of Arkansas supports this and will legalize it in November. This isn't some bipartisan issue. 

Democrats and Republicans both serve the same god...money.

They have both had numerous times to legalize marijuana at the federal level. 

States will do it for them though."
547,MMPconnection,,"#cannabiscommunity #marijuana #cannabis Second group files to intervene in Arkansas recreational marijuana case 

A second ballot question committee opposed to a proposed constitutional amendment that would legalize recreational marijuana has filed a https://t.co/iwlBkqlg2t https://t.co/VRVG8dUqiu"
548,SimplyPureMJ,"Denver, CO","🇺🇸🌿🗳️Voters in these states may soon decide whether to legalize marijuana

#SouthDakota #Arkansas #Maryland #Missouri #NorthDakota #Oklahoma #CannabisLegalization #Election2022 #ElectionDay #cannabisindustry #CannabisCommunity #WarOnDrugs #IAmAPurest💚
https://t.co/cEJsxmUT8e"
549,OzarksatLarge,"Fayetteville, Arkansas",The Arkansas Supreme Court is allowing a voter initiated question to legalize recreational marijuana for adult use to appear on the November ballot—conditionally. Hear the latest update on the measure - https://t.co/W1or9PWTS0
550,twt2718,"Nowhere Special, Arkansas, USA",@D_In_Canada Arkansas was the first southern state to legalize medical marijuana. People here are more progressive than they even realize. Hopefully voters look past the tiny letter next to a candidates name. #ResistanceUnited #DemVoice1
551,nwademgaz,Northwest Arkansas,A second ballot question committee opposed to a proposed constitutional amendment that would legalize recreational marijuana has filed a request with the Arkansas Supreme Court to intervene in the case that will determine whether it remains on the ballot. https://t.co/8NZAvcxKsO
552,junglejava1,Canada,"These States Could Legalize Marijuana Soon

Ballot initiatives that would set up legal markets for recreational marijuana sales have been approved, or are awaiting expected final approval, in Arkansas, Maryland, Missouri, North Dakota and Oklahoma. https://t.co/mokhWqjQoT"
553,Veronica2twit1,Clarkston WA,Marijuana prohibitionists have filed legal challenges that seek to prevent Missouri and Arkansas voters from having a chance to legalize cannabis in November. - https://t.co/0VKpSMB16J
554,StormyVNV,Texas,Marijuana Prohibitionists Ask Courts To Block Arkansas And Missouri Voters From Deciding On Legalization - Marijuana Moment. #FUCKWAROnDrugs #FUCKThem #VeteranForCannabis #Legalize #Cannabis  https://t.co/1CLmC856dO
555,tomangell,patreon.com/marijuanamoment,"NEW: Marijuana prohibitionists have filed legal challenges that seek to prevent Missouri and Arkansas voters from having a chance to legalize cannabis in November.

Legalization opponents have increasingly relied on courts to block voters' popular will.

https://t.co/KH0Rr2ouxa https://t.co/1vqre6Eg2e"
556,MMPconnection,,"#cannabiscommunity #marijuana #cannabis Arkansas Supreme Court allows intervention from opponents of amendment to legalize recreational marijuana …  allow the legalization of recreational marijuana in Arkansas has been allowed …
Original Author Link https://t.co/BLT9aYUHkh https://t.co/sQjsT2gvuu"
557,MMPconnect,,"#cannabis #marijuana #weed #cannabiscommunity Arkansas Supreme Court allows intervention from opponents of amendment to legalize recreational marijuana …  allow the legalization of recreational marijuana in Arkansas has been allowed …
Original Author https://t.co/dajpiJCkcy https://t.co/JwOaJn4POF"
558,Veronica2twit1,Clarkston WA,The state Supreme Court determined on Friday that a new group formed to oppose recreational marijuana can intervene in a case that will determine the fate of a proposed constitutional amendment to legalize recreational marijuana in Arkansas. https://t.co/e4Us32bocZ
559,MImiGr33n3,"Houston, TX","Arkansas Supreme Court Orders State To Put Marijuana Legalization Initiative On Ballot, But Votes May Not Be Counted - Marijuana Moment ** AR please vote to legalize marijuana and y'all can figure it out later. 🙄👍😊** https://t.co/hnNMmfbeJk"
560,DennisDryna,,"Arkansas Democratic Party supporting marijuana legalization and expungement of past records.
https://t.co/CtpqOpo6Hp

""Republicans will continue to block medical cannabis. Democrats will legalize it. Kentucky has a clear choice in November."" 
https://t.co/MUOjnNtrSe https://t.co/tp1AM16thD"
561,ArkAdvocate,"Little Rock, Arkansas",Who is opposing the ballot effort to legalize recreational marijuana in Arkansas? The answer might surprise you #arpx #arnews https://t.co/DKFc0ykNhv
562,Data_David1,,"6 states (Arkansas, Maryland, Missouri, North Dakota, South Dakota, and Oklahoma) will have a ballot initiative to legalize marijuana this fall. https://t.co/Wjxghjo6YG"
563,PekalaLaw,Chicago Illinois,"6 more states could legalize recreational weed by ballot this Fall:
Arkansas, Oklahoma, Missouri, Maryland, North Dakota, South Dakota.
19 states have already legalized recreational marijuana.
#Weed #marijuana #laws 
#Tuesday 
https://t.co/88h4nVuyK7"
564,nwademgaz,Northwest Arkansas,The Arkansas Supreme Court granted a petition to allow a proposed constitutional amendment that would legalize recreational marijuana back on the November ballot until it decides how to proceed with the decision to not approve its ballot title. https://t.co/ncYibepTHD
565,JelonMusks,,They legalize marijuana in Arkansas I’m going cow tippin… https://t.co/OuTrB1v5J2
566,5NEWS,"Fort Smith - Fayetteville, AR","With the push to legalize marijuana in Arkansas, the state’s high court issued an order to put the issue on the ballot. but your vote in November may not be counted. https://t.co/B5fgeX23Ck"
567,ABC24Memphis,"Memphis, TN","A measure to legalize recreational marijuana in Arkansas will be on the November ballot conditionally, the state supreme court ordered on Aug. 10. https://t.co/tYeamZEAla"
568,THV11,"Little Rock, Arkansas","A measure to legalize recreational marijuana in Arkansas will be on the November ballot conditionally, the state supreme court ordered on Aug. 10. https://t.co/P0PPbXjha1"
569,woodrumma81,"Fort Smith, Arkansas","Arkansas Supreme Court orders recreational marijuana to conditionally be on ballot A measure to legalize recreational marijuana in Arkansas will be on the November ballot conditionally, the state supreme court ordered on Aug. 10. https://t.co/PbItRROpRG"
570,bnweaver81,"Arkansas, USA","Arkansas Supreme Court orders recreational marijuana to conditionally be on ballot A measure to legalize recreational marijuana in Arkansas will be on the November ballot conditionally, the state supreme court ordered on Aug. 10. https://t.co/XSup0BkU7A"
571,Arkypatriot,Flyover State,"Arkansas Supreme Court orders recreational marijuana to conditionally be on ballot A measure to legalize recreational marijuana in Arkansas will be on the November ballot conditionally, the state supreme court ordered on Aug. 10.     Tweet 1 https://t.co/JaHD3RMgPq"
572,5NEWS,"Fort Smith - Fayetteville, AR","A measure to legalize recreational marijuana in Arkansas will be on the November ballot conditionally, the state supreme court ordered on Aug. 10. https://t.co/4QFlItfVEQ"
573,Cannaspire,"Philadelphia, PA",Arkansas activists filed a lawsuit with the state Supreme Court to get ballot access for their initiative to legalize marijuana. The action was taken a day after the Board of Election Commissioners decided the proposal ballot title and name are misleading. https://t.co/wkLgaB8Nia
574,HempStaff,,"#Arkansas #Governor #AsaHutchinson is encouraging #lawenforcement to “stand firm” against #marijuana #legalization after the proposed measure to #legalize adult-use #cannabis was blocked

#cannabiscommunity #news #thefreshtoast #legalizeit #cannabisculture
https://t.co/eZvY2tUiZ7"
575,JoshBlackLiberT,,"""Libertarian gubernatorial candidate @RickDHarrington Jr. of Pine Bluff said Tuesday that he supports the Responsible Growth Arkansas committee's proposed ballot measure that would legalize recreational marijuana as well."" https://t.co/ysbNpYjp5R"
576,WesleyS91764922,,"@NikkiFried A majority of America is pro-choice But GOP lawmakers &amp; SC doesn't care Yhey're sending a clear message That We The People no longer matter
The state of Arkansas proved that when we legalize medical marijuana And again when they threw out for no reason recreational marijuana"
577,Steve55Simpson,"Little Rock, AR","Officials for Responsible Growth Arkansas have filed an appeal to the Arkansas Supreme Court to overturn the decision by the Arkansas Board of Election Commissioners that has removed an amendment that would legalize recreational marijuana from the ballot.
https://t.co/gbrjTOs05g"
578,BzCannabis,Detroit,"❌ Arkansas Governor Asa Hutchinson is encouraging law enforcement to “stand firm” against marijuana legalization, after the proposed measure to legalize adult-use cannabis was blocked from appearing on the state’s ballot in November. 

https://t.co/whwjK3DEPZ"
579,z4bmwdriver,,@TomMarsLaw @johnbrummett How about the title ‘A law to legalize the use of marijuana in the state of Arkansas’. Pretty much sums it up. I think any semi-educated person would understand what they were voting on. Even those educated in the Arkansas school system.
580,997theboot,The Twin Lakes Area - Arkansas,The State Board of Election Commissioners on Wednesday blocked a proposal to legalize recreational marijuana from appearing on Arkansas' ballot this fall. https://t.co/jrIXrb4qXa
581,ktloradio,"Mountain Home, AR",The State Board of Election Commissioners on Wednesday blocked a proposal to legalize recreational marijuana from appearing on Arkansas' ballot this fall. https://t.co/HPp8qULBkN
582,newbreen,Baltimore,The GOP WAR ON DEMOCRACY continues! Arkansas Board of Election Commissioners declines to certify ballot language for initiatives to legalize marijuana and repeal Pope County’s casino authorization https://t.co/l7NZATNZDw #SmartNews
583,420weedin,"Wien, Österreich","Arkansas Board of Election Commissioners declines to certify ballot language for initiatives to legalize marijuana and repeal Pope County’s casino authorization 
#cannabis #marijuana 
https://t.co/fjEoJqBotD"
584,MMPconnect,,"#cannabis #marijuana #weed #cannabiscommunity Group calling to legalize recreational marijuana in Arkansas submits 192,828 signatures for proposed amendment 

Petitioners for Responsible Growth Arkansas gathered nearly 200,000 signatures in support of a https://t.co/xTumnWzViO https://t.co/gakkjQIDow"
585,MMPconnection,,"#cannabiscommunity #marijuana #cannabis Group calling to legalize recreational marijuana in Arkansas submits 192,828 signatures for proposed amendment 

Petitioners for Responsible Growth Arkansas gathered nearly 200,000 signatures in support of a proposed https://t.co/Jx79ffRmZS https://t.co/YUwhEsBrxd"
586,MikeWickline,"Little Rock, Arkansas","BTW, Responsible Growth Arkansas, the state Department of Finance and Administration and UAMS say they’ve not yet done a fiscal analysis of the proposed constitutional amendment that would legalize recreational marijuana. #arpx"
